item,group,pass,own_exit_excess,final_target_exit3_excess,raw_excess,fit01_excess
confirmation-064,dg006,3,-0.011603375527426161,0.0,-0.012658227848101266,0.0
confirmation-065,dg011,3,0.0,0.0,0.0,0.0
confirmation-066,dg011,3,0.0,0.0,0.0,0.0
confirmation-067,dg011,3,0.0,0.0,0.0,0.0
confirmation-068,dg011,3,0.5833333333333334,0.0,0.0,0.0
confirmation-069,dg012,3,0.5833333333333334,0.0,0.0,0.0
confirmation-070,dg012,3,0.4145569620253165,0.0,0.0,0.0
confirmation-071,dg013,3,-0.006329113924050633,0.0,-0.002109704641350211,0.0
confirmation-072,dg013,3,0.0,0.0,0.0,0.0
confirmation-073,dg014,3,0.5833333333333334,0.0,0.0,0.0
confirmation-074,dg014,3,-0.006329113924050633,0.0,0.0,0.0
confirmation-075,dg006,3,0.5833333333333334,0.0,0.8333333333333334,0.0
confirmation-076,dg006,3,0.0,0.0,0.0,0.0
confirmation-077,dg013,3,-0.007383966244725738,0.0,-0.007383966244725738,0.0
confirmation-078,dg013,3,0.9166666666666666,0.0,0.0,0.0
confirmation-079,dg015,3,0.4156118143459916,0.0,0.0,0.0
confirmation-080,dg015,3,0.75,0.0,0.0,0.0
confirmation-081,dg016,3,0.0,0.0,0.0,0.0
confirmation-082,dg016,3,0.0,-0.005274261603375527,0.0,-0.007383966244725738
confirmation-083,dg016,3,0.0,0.0,0.0,0.0
confirmation-084,dg016,3,0.0,0.0,0.0,0.0
confirmation-085,dg016,3,0.0,0.0,0.0,0.0
confirmation-086,dg016,3,0.9989451476793249,0.16666666666666666,1.0,0.4166666666666667
confirmation-087,dg016,3,0.4166666666666667,0.0,0.0,0.0
confirmation-088,dg016,3,0.989451476793249,0.4166666666666667,1.0,0.5
confirmation-089,dg017,3,0.5833333333333334,0.0,0.0,0.0
confirmation-090,dg017,3,0.9989451476793249,0.0,0.0,0.0
confirmation-091,dg018,3,1.0,0.0,0.08333333333333333,0.0
confirmation-092,dg018,3,1.0,0.0,0.5833333333333334,0.0
confirmation-093,dg008,3,-0.014767932489451477,-0.002109704641350211,0.0,0.0
confirmation-094,dg008,3,1.0,-0.002109704641350211,0.08333333333333333,-0.0031645569620253164
confirmation-095,dg016,3,0.9166666666666666,0.0,0.0,0.0
confirmation-096,dg016,3,1.0,0.5833333333333334,1.0,0.5833333333333334
confirmation-097,dg016,3,0.9820675105485233,0.0,0.0,0.0
confirmation-098,dg016,3,0.0,0.0,0.0,0.0
confirmation-099,dg016,3,0.9978902953586498,0.0,0.0,0.0
confirmation-100,dg016,3,0.9873417721518988,0.4166666666666667,1.0,0.5
confirmation-101,dg016,3,0.0,0.0,0.0,0.0
confirmation-102,dg016,3,0.5833333333333334,0.0,0.0,0.0
confirmation-103,dg016,3,0.0,0.0,0.0,0.0
confirmation-104,dg016,3,-0.004219409282700422,0.0,0.0,0.0
confirmation-105,dg016,3,0.0,0.0,0.0,0.0
confirmation-106,dg016,3,0.0,0.0,0.0,0.0
confirmation-107,dg016,3,0.0,0.0,0.08333333333333333,0.0
confirmation-108,dg016,3,0.5685654008438819,0.0,0.0,0.0
confirmation-109,dg019,3,-0.005274261603375527,0.0,0.0,0.0
confirmation-110,dg019,3,-0.0031645569620253164,0.0,0.0,0.0
confirmation-111,dg016,3,0.0,0.0,0.0,0.0
confirmation-112,dg016,3,0.0,0.0,0.0,0.0
confirmation-113,dg013,3,0.0,0.0,0.0,0.0
confirmation-114,dg013,3,1.0,0.0,1.0,0.0
confirmation-115,dg013,3,0.9989451476793249,0.40717299578059074,0.75,0.40717299578059074
confirmation-116,dg013,3,0.25,-0.005274261603375527,0.5833333333333334,-0.006329113924050633
confirmation-117,dg002,3,0.0,0.0,0.0,-0.0010548523206751054
confirmation-118,dg002,3,1.0,-0.0010548523206751054,0.0,0.0
confirmation-119,dg020,3,0.0,0.0,0.0,0.0
confirmation-120,dg020,3,0.0,0.0,0.0,0.0
confirmation-121,dg021,3,1.0,1.0,1.0,1.0
confirmation-122,dg021,3,0.9166666666666666,1.0,0.0,1.0
confirmation-123,dg013,3,1.0,0.0,0.8333333333333334,0.0
confirmation-124,dg013,3,0.16666666666666666,0.0,0.0,0.0
confirmation-125,dg022,3,0.0,0.0,0.0,0.0
confirmation-126,dg022,3,-0.0031645569620253164,0.0,0.0,0.0
confirmation-127,dg023,3,0.0,-0.005274261603375527,0.0,-0.004219409282700422
confirmation-128,dg023,3,1.0,-0.002109704641350211,0.75,-0.002109704641350211
confirmation-129,dg006,3,0.0,0.0,0.0,0.0
confirmation-130,dg006,3,0.0,0.0,0.0,0.0
confirmation-131,dg006,3,0.0,0.0,0.0,0.0
confirmation-132,dg006,3,0.3333333333333333,0.0,0.08333333333333333,0.0
confirmation-133,dg006,3,0.0,0.0,0.0,0.0
confirmation-134,dg006,3,0.0,0.0,0.0,0.0
confirmation-135,dg006,3,0.0,0.0,0.0,0.0
confirmation-136,dg006,3,0.0,0.0,0.08333333333333333,0.0
confirmation-137,dg006,3,0.0,0.0,0.0,0.0
confirmation-138,dg006,3,0.0,0.0,0.0,0.0
confirmation-139,dg006,3,0.0,0.0,0.0,0.0
confirmation-140,dg006,3,0.0,0.0,0.0,0.0
confirmation-141,dg006,3,0.0,0.0,0.0,0.0
confirmation-142,dg006,3,0.0,0.0,0.0,0.0
confirmation-143,dg006,3,0.0,0.0,0.0,0.0
confirmation-144,dg006,3,0.0,0.0,0.0,0.0
confirmation-145,dg006,3,1.0,0.0,0.6666666666666666,0.0
confirmation-146,dg006,3,0.25,0.0,0.16561181434599156,0.0
confirmation-147,dg024,3,0.4156118143459916,0.0,0.0,0.0
confirmation-148,dg024,3,0.990506329113924,0.0,0.3333333333333333,0.0
confirmation-149,dg024,3,0.5770042194092827,0.0,0.0,0.0
confirmation-150,dg024,3,0.0,0.0,0.0,0.0
confirmation-151,dg025,3,1.0,0.0,0.08333333333333333,0.0
confirmation-152,dg025,3,0.6666666666666666,0.0,0.0,0.0
confirmation-153,dg026,3,0.0,0.0,0.0,0.0
confirmation-154,dg026,3,0.3333333333333333,0.0,0.0,0.0
confirmation-155,dg027,3,0.6635021097046413,0.0,0.9166666666666666,0.0
confirmation-156,dg027,3,0.4166666666666667,0.0,0.0,0.0
confirmation-157,dg028,3,1.0,0.0,0.9166666666666666,0.0
confirmation-158,dg028,3,0.8333333333333334,0.0,0.33122362869198313,0.0
confirmation-159,dg003,3,0.8280590717299579,0.0,0.0,0.0
confirmation-160,dg003,3,-0.015822784810126583,0.0,0.0,0.0
