item,group,pass,own_exit_excess,final_target_exit3_excess,raw_excess,fit01_excess
confirmation-081,dg016,1,0.0,-0.012658227848101266,0.0,-0.002109704641350211
confirmation-082,dg016,1,0.0,-0.00949367088607595,0.0,-0.0031645569620253164
confirmation-083,dg016,1,0.0,-0.0010548523206751054,0.0,0.0
confirmation-084,dg016,1,0.0,-0.006329113924050633,0.0,0.0
confirmation-085,dg016,1,-0.004219409282700422,-0.00949367088607595,0.0,0.0
confirmation-086,dg016,1,1.0,-0.008438818565400843,0.0,0.0
confirmation-087,dg016,1,-0.004219409282700422,-0.008438818565400843,0.0,0.0
confirmation-088,dg016,1,1.0,-0.006329113924050633,1.0,0.0
confirmation-089,dg017,1,0.0,-0.002109704641350211,0.0,0.0
confirmation-090,dg017,1,0.9883966244725738,0.0,1.0,-0.005274261603375527
confirmation-091,dg018,1,0.0,-0.010548523206751054,0.0,0.0
confirmation-092,dg018,1,1.0,0.0,0.9166666666666666,0.0
confirmation-093,dg008,1,-0.014767932489451477,0.0,0.0,0.0
confirmation-094,dg008,1,1.0,0.0,0.0,0.0
confirmation-095,dg016,1,0.0,-0.011603375527426161,0.0,0.0
confirmation-096,dg016,1,1.0,-0.008438818565400843,0.16666666666666666,0.0
confirmation-097,dg016,1,0.4092827004219409,-0.007383966244725738,0.0,0.0
confirmation-098,dg016,1,0.41350210970464135,-0.005274261603375527,0.0,0.0
confirmation-099,dg016,1,0.5780590717299579,-0.008438818565400843,0.0,0.0
confirmation-100,dg016,1,0.9873417721518988,-0.004219409282700422,1.0,0.0
confirmation-101,dg016,1,0.08333333333333333,-0.007383966244725738,0.0,0.0
confirmation-102,dg016,1,0.0,0.0,0.0,0.0
confirmation-103,dg016,1,0.0,0.0,0.0,0.0
confirmation-104,dg016,1,-0.007383966244725738,0.0,0.0,0.0
confirmation-105,dg016,1,0.75,-0.011603375527426161,0.0,0.0
confirmation-106,dg016,1,-0.0010548523206751054,-0.008438818565400843,0.0,0.0
confirmation-107,dg016,1,-0.006329113924050633,-0.00949367088607595,0.0,0.0
confirmation-108,dg016,1,-0.0189873417721519,-0.004219409282700422,0.0,0.0
confirmation-109,dg019,1,-0.004219409282700422,-0.0010548523206751054,0.0,0.0
confirmation-110,dg019,1,0.0,-0.006329113924050633,0.0,0.0
confirmation-111,dg016,1,0.0,-0.00949367088607595,0.0,0.0
confirmation-112,dg016,1,0.0,-0.005274261603375527,0.0,0.0
confirmation-113,dg013,1,0.0,0.0,0.0,0.0
confirmation-114,dg013,1,0.6635021097046413,-0.008438818565400843,0.0,0.0
confirmation-115,dg013,1,0.9092827004219409,-0.00949367088607595,0.4166666666666667,0.0
confirmation-116,dg013,1,-0.0010548523206751054,-0.002109704641350211,0.0,0.0
confirmation-117,dg002,1,0.0,0.0,0.0,0.0
