position,loop,layers,estimator_a,estimator_b,n_items,n_layers,agreement,ci_low,ci_high
-1,3,41-48,Actual final exit,Logit lens,148,8,0.5168918918918919,0.45608108108108086,0.5768581081081083
-1,3,41-48,Actual final exit,Actual loop exit,148,8,0.8513513513513513,0.7905405405405409,0.9054054054054059
-1,3,41-48,Actual final exit,Actual final exit,148,8,1.0,1.0,1.000000000000001
-1,3,48,Local J-Lens,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,3,48,Local J-Lens,Final J-Lens,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Local J-Lens,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,3,48,Local J-Lens,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,3,48,Local J-Lens,Actual final exit,148,1,0.8513513513513513,0.7905405405405409,0.9054054054054059
-1,3,48,Final J-Lens,Local J-Lens,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Final J-Lens,Final J-Lens,148,1,1.0,1.0,1.000000000000001
-1,3,48,Final J-Lens,Logit lens,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Final J-Lens,Actual loop exit,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Final J-Lens,Actual final exit,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Logit lens,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,3,48,Logit lens,Final J-Lens,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Logit lens,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,3,48,Logit lens,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,3,48,Logit lens,Actual final exit,148,1,0.8513513513513513,0.7905405405405409,0.9054054054054059
-1,3,48,Actual loop exit,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,3,48,Actual loop exit,Final J-Lens,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Actual loop exit,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,3,48,Actual loop exit,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,3,48,Actual loop exit,Actual final exit,148,1,0.8513513513513513,0.7905405405405409,0.9054054054054059
-1,3,48,Actual final exit,Local J-Lens,148,1,0.8513513513513513,0.7905405405405409,0.9054054054054059
-1,3,48,Actual final exit,Final J-Lens,148,1,0.013513513513513514,0.0,0.033783783783783786
-1,3,48,Actual final exit,Logit lens,148,1,0.8513513513513513,0.7905405405405409,0.9054054054054059
-1,3,48,Actual final exit,Actual loop exit,148,1,0.8513513513513513,0.7905405405405409,0.9054054054054059
-1,3,48,Actual final exit,Actual final exit,148,1,1.0,1.0,1.000000000000001
-1,4,1-47,Local J-Lens,Local J-Lens,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Local J-Lens,Final J-Lens,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Local J-Lens,Logit lens,148,47,0.14074180563542266,0.12478435882691202,0.15756181713628525
-1,4,1-47,Local J-Lens,Actual loop exit,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Local J-Lens,Actual final exit,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Final J-Lens,Local J-Lens,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Final J-Lens,Final J-Lens,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Final J-Lens,Logit lens,148,47,0.14074180563542266,0.12478435882691202,0.15756181713628525
-1,4,1-47,Final J-Lens,Actual loop exit,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Final J-Lens,Actual final exit,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Logit lens,Local J-Lens,148,47,0.14074180563542266,0.12478435882691202,0.15756181713628525
-1,4,1-47,Logit lens,Final J-Lens,148,47,0.14074180563542266,0.12478435882691202,0.15756181713628525
-1,4,1-47,Logit lens,Logit lens,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Logit lens,Actual loop exit,148,47,0.17625071880391033,0.14778608395629672,0.20615655549166167
-1,4,1-47,Logit lens,Actual final exit,148,47,0.17625071880391033,0.14778608395629672,0.20615655549166167
-1,4,1-47,Actual loop exit,Local J-Lens,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Actual loop exit,Final J-Lens,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Actual loop exit,Logit lens,148,47,0.17625071880391033,0.14778608395629672,0.20615655549166167
-1,4,1-47,Actual loop exit,Actual loop exit,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Actual loop exit,Actual final exit,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Actual final exit,Local J-Lens,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Actual final exit,Final J-Lens,148,47,0.14936745255894193,0.12047153536515241,0.17970097757331788
-1,4,1-47,Actual final exit,Logit lens,148,47,0.17625071880391033,0.14778608395629672,0.20615655549166167
-1,4,1-47,Actual final exit,Actual loop exit,148,47,1.0,1.0,1.000000000000001
-1,4,1-47,Actual final exit,Actual final exit,148,47,1.0,1.0,1.000000000000001
-1,4,41-47,Local J-Lens,Local J-Lens,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Local J-Lens,Final J-Lens,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Local J-Lens,Logit lens,148,7,0.5656370656370658,0.521235521235521,0.6100386100386098
-1,4,41-47,Local J-Lens,Actual loop exit,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Local J-Lens,Actual final exit,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Final J-Lens,Local J-Lens,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Final J-Lens,Final J-Lens,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Final J-Lens,Logit lens,148,7,0.5656370656370658,0.521235521235521,0.6100386100386098
-1,4,41-47,Final J-Lens,Actual loop exit,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Final J-Lens,Actual final exit,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Logit lens,Local J-Lens,148,7,0.5656370656370658,0.521235521235521,0.6100386100386098
-1,4,41-47,Logit lens,Final J-Lens,148,7,0.5656370656370658,0.521235521235521,0.6100386100386098
-1,4,41-47,Logit lens,Logit lens,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Logit lens,Actual loop exit,148,7,0.5521235521235521,0.48745173745173714,0.6158301158301157
-1,4,41-47,Logit lens,Actual final exit,148,7,0.5521235521235521,0.48745173745173714,0.6158301158301157
-1,4,41-47,Actual loop exit,Local J-Lens,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Actual loop exit,Final J-Lens,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Actual loop exit,Logit lens,148,7,0.5521235521235521,0.48745173745173714,0.6158301158301157
-1,4,41-47,Actual loop exit,Actual loop exit,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Actual loop exit,Actual final exit,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Actual final exit,Local J-Lens,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Actual final exit,Final J-Lens,148,7,0.39382239382239376,0.3416988416988414,0.4469111969111966
-1,4,41-47,Actual final exit,Logit lens,148,7,0.5521235521235521,0.48745173745173714,0.6158301158301157
-1,4,41-47,Actual final exit,Actual loop exit,148,7,1.0,1.0,1.000000000000001
-1,4,41-47,Actual final exit,Actual final exit,148,7,1.0,1.0,1.000000000000001
-1,4,41-48,Local J-Lens,Local J-Lens,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Local J-Lens,Final J-Lens,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Local J-Lens,Logit lens,148,8,0.6199324324324325,0.581081081081081,0.6587837837837837
-1,4,41-48,Local J-Lens,Actual loop exit,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Local J-Lens,Actual final exit,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Final J-Lens,Local J-Lens,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Final J-Lens,Final J-Lens,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Final J-Lens,Logit lens,148,8,0.6199324324324325,0.581081081081081,0.6587837837837837
-1,4,41-48,Final J-Lens,Actual loop exit,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Final J-Lens,Actual final exit,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Logit lens,Local J-Lens,148,8,0.6199324324324325,0.581081081081081,0.6587837837837837
-1,4,41-48,Logit lens,Final J-Lens,148,8,0.6199324324324325,0.581081081081081,0.6587837837837837
-1,4,41-48,Logit lens,Logit lens,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Logit lens,Actual loop exit,148,8,0.6081081081081081,0.5515202702702703,0.6638513513513515
-1,4,41-48,Logit lens,Actual final exit,148,8,0.6081081081081081,0.5515202702702703,0.6638513513513515
-1,4,41-48,Actual loop exit,Local J-Lens,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Actual loop exit,Final J-Lens,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Actual loop exit,Logit lens,148,8,0.6081081081081081,0.5515202702702703,0.6638513513513515
-1,4,41-48,Actual loop exit,Actual loop exit,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Actual loop exit,Actual final exit,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Actual final exit,Local J-Lens,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Actual final exit,Final J-Lens,148,8,0.46959459459459457,0.4239864864864862,0.516047297297297
-1,4,41-48,Actual final exit,Logit lens,148,8,0.6081081081081081,0.5515202702702703,0.6638513513513515
-1,4,41-48,Actual final exit,Actual loop exit,148,8,1.0,1.0,1.000000000000001
-1,4,41-48,Actual final exit,Actual final exit,148,8,1.0,1.0,1.000000000000001
-1,4,48,Local J-Lens,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Local J-Lens,Final J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Local J-Lens,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Local J-Lens,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Local J-Lens,Actual final exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Final J-Lens,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Final J-Lens,Final J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Final J-Lens,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Final J-Lens,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Final J-Lens,Actual final exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Logit lens,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Logit lens,Final J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Logit lens,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Logit lens,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Logit lens,Actual final exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual loop exit,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual loop exit,Final J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual loop exit,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual loop exit,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual loop exit,Actual final exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual final exit,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual final exit,Final J-Lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual final exit,Logit lens,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual final exit,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-1,4,48,Actual final exit,Actual final exit,148,1,1.0,1.0,1.000000000000001
-2,1,1-47,Local J-Lens,Local J-Lens,148,47,1.0,1.0,1.000000000000001
-2,1,1-47,Local J-Lens,Final J-Lens,148,47,0.021851638872915462,0.01653248993674526,0.027602070155261647
-2,1,1-47,Local J-Lens,Logit lens,148,47,0.13657274295572153,0.12320299022426674,0.1505175388154112
-2,1,1-47,Local J-Lens,Actual loop exit,148,47,0.06670500287521566,0.05419781483611272,0.07964347326049452
-2,1,1-47,Local J-Lens,Actual final exit,148,47,0.05592294422081656,0.0441345600920069,0.06828637147786085
-2,1,1-47,Final J-Lens,Local J-Lens,148,47,0.021851638872915462,0.01653248993674526,0.027602070155261647
-2,1,1-47,Final J-Lens,Final J-Lens,148,47,1.0,1.0,1.000000000000001
-2,1,1-47,Final J-Lens,Logit lens,148,47,0.0004312823461759632,0.0,0.0011500862564692352
-2,1,1-47,Final J-Lens,Actual loop exit,148,47,0.0001437607820586544,0.0,0.00043128234617596323
-2,1,1-47,Final J-Lens,Actual final exit,148,47,0.0,0.0,0.0
-2,1,1-47,Logit lens,Local J-Lens,148,47,0.13657274295572153,0.12320299022426674,0.1505175388154112
-2,1,1-47,Logit lens,Final J-Lens,148,47,0.0004312823461759632,0.0,0.0011500862564692352
-2,1,1-47,Logit lens,Logit lens,148,47,1.0,1.0,1.000000000000001
-2,1,1-47,Logit lens,Actual loop exit,148,47,0.13182863714778612,0.11371477860839563,0.15037377803335258
-2,1,1-47,Logit lens,Actual final exit,148,47,0.11242093156986785,0.09574468085106384,0.12938470385278894
-2,1,1-47,Actual loop exit,Local J-Lens,148,47,0.06670500287521566,0.05419781483611272,0.07964347326049452
-2,1,1-47,Actual loop exit,Final J-Lens,148,47,0.0001437607820586544,0.0,0.00043128234617596323
-2,1,1-47,Actual loop exit,Logit lens,148,47,0.13182863714778612,0.11371477860839563,0.15037377803335258
-2,1,1-47,Actual loop exit,Actual loop exit,148,47,1.0,1.0,1.000000000000001
-2,1,1-47,Actual loop exit,Actual final exit,148,47,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,1-47,Actual final exit,Local J-Lens,148,47,0.05592294422081656,0.0441345600920069,0.06828637147786085
-2,1,1-47,Actual final exit,Final J-Lens,148,47,0.0,0.0,0.0
-2,1,1-47,Actual final exit,Logit lens,148,47,0.11242093156986785,0.09574468085106384,0.12938470385278894
-2,1,1-47,Actual final exit,Actual loop exit,148,47,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,1-47,Actual final exit,Actual final exit,148,47,1.0,1.0,1.000000000000001
-2,1,41-47,Local J-Lens,Local J-Lens,148,7,1.0,1.0,1.000000000000001
-2,1,41-47,Local J-Lens,Final J-Lens,148,7,0.0,0.0,0.0
-2,1,41-47,Local J-Lens,Logit lens,148,7,0.5965250965250963,0.5521235521235518,0.640926640926641
-2,1,41-47,Local J-Lens,Actual loop exit,148,7,0.32915057915057905,0.27316602316602306,0.38706563706563685
-2,1,41-47,Local J-Lens,Actual final exit,148,7,0.2982625482625481,0.24131274131274122,0.3590733590733588
-2,1,41-47,Final J-Lens,Local J-Lens,148,7,0.0,0.0,0.0
-2,1,41-47,Final J-Lens,Final J-Lens,148,7,1.0,1.0,1.000000000000001
-2,1,41-47,Final J-Lens,Logit lens,148,7,0.0009652509652509652,0.0,0.0028957528957528956
-2,1,41-47,Final J-Lens,Actual loop exit,148,7,0.0009652509652509652,0.0,0.0028957528957528956
-2,1,41-47,Final J-Lens,Actual final exit,148,7,0.0,0.0,0.0
-2,1,41-47,Logit lens,Local J-Lens,148,7,0.5965250965250963,0.5521235521235518,0.640926640926641
-2,1,41-47,Logit lens,Final J-Lens,148,7,0.0009652509652509652,0.0,0.0028957528957528956
-2,1,41-47,Logit lens,Logit lens,148,7,1.0,1.0,1.000000000000001
-2,1,41-47,Logit lens,Actual loop exit,148,7,0.49517374517374524,0.4285714285714282,0.5608108108108109
-2,1,41-47,Logit lens,Actual final exit,148,7,0.40637065637065645,0.34073359073359055,0.4729729729729727
-2,1,41-47,Actual loop exit,Local J-Lens,148,7,0.32915057915057905,0.27316602316602306,0.38706563706563685
-2,1,41-47,Actual loop exit,Final J-Lens,148,7,0.0009652509652509652,0.0,0.0028957528957528956
-2,1,41-47,Actual loop exit,Logit lens,148,7,0.49517374517374524,0.4285714285714282,0.5608108108108109
-2,1,41-47,Actual loop exit,Actual loop exit,148,7,1.0,1.0,1.000000000000001
-2,1,41-47,Actual loop exit,Actual final exit,148,7,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,41-47,Actual final exit,Local J-Lens,148,7,0.2982625482625481,0.24131274131274122,0.3590733590733588
-2,1,41-47,Actual final exit,Final J-Lens,148,7,0.0,0.0,0.0
-2,1,41-47,Actual final exit,Logit lens,148,7,0.40637065637065645,0.34073359073359055,0.4729729729729727
-2,1,41-47,Actual final exit,Actual loop exit,148,7,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,41-47,Actual final exit,Actual final exit,148,7,1.0,1.0,1.000000000000001
-2,1,41-48,Local J-Lens,Local J-Lens,148,8,1.0,1.0,1.000000000000001
-2,1,41-48,Local J-Lens,Final J-Lens,148,8,0.0008445945945945946,0.0,0.002533783783783784
-2,1,41-48,Local J-Lens,Logit lens,148,8,0.6469594594594594,0.6081081081081082,0.6858108108108114
-2,1,41-48,Local J-Lens,Actual loop exit,148,8,0.41300675675675674,0.36402027027027023,0.4636824324324323
-2,1,41-48,Local J-Lens,Actual final exit,148,8,0.35135135135135137,0.2972972972972973,0.40793918918918887
-2,1,41-48,Final J-Lens,Local J-Lens,148,8,0.0008445945945945946,0.0,0.002533783783783784
-2,1,41-48,Final J-Lens,Final J-Lens,148,8,1.0,1.0,1.000000000000001
-2,1,41-48,Final J-Lens,Logit lens,148,8,0.0016891891891891893,0.0,0.005067567567567568
-2,1,41-48,Final J-Lens,Actual loop exit,148,8,0.0016891891891891893,0.0,0.005067567567567568
-2,1,41-48,Final J-Lens,Actual final exit,148,8,0.0,0.0,0.0
-2,1,41-48,Logit lens,Local J-Lens,148,8,0.6469594594594594,0.6081081081081082,0.6858108108108114
-2,1,41-48,Logit lens,Final J-Lens,148,8,0.0016891891891891893,0.0,0.005067567567567568
-2,1,41-48,Logit lens,Logit lens,148,8,1.0,1.0,1.000000000000001
-2,1,41-48,Logit lens,Actual loop exit,148,8,0.558277027027027,0.49999999999999983,0.6157094594594595
-2,1,41-48,Logit lens,Actual final exit,148,8,0.44594594594594594,0.3834459459459458,0.5092905405405402
-2,1,41-48,Actual loop exit,Local J-Lens,148,8,0.41300675675675674,0.36402027027027023,0.4636824324324323
-2,1,41-48,Actual loop exit,Final J-Lens,148,8,0.0016891891891891893,0.0,0.005067567567567568
-2,1,41-48,Actual loop exit,Logit lens,148,8,0.558277027027027,0.49999999999999983,0.6157094594594595
-2,1,41-48,Actual loop exit,Actual loop exit,148,8,1.0,1.0,1.000000000000001
-2,1,41-48,Actual loop exit,Actual final exit,148,8,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,41-48,Actual final exit,Local J-Lens,148,8,0.35135135135135137,0.2972972972972973,0.40793918918918887
-2,1,41-48,Actual final exit,Final J-Lens,148,8,0.0,0.0,0.0
-2,1,41-48,Actual final exit,Logit lens,148,8,0.44594594594594594,0.3834459459459458,0.5092905405405402
-2,1,41-48,Actual final exit,Actual loop exit,148,8,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,41-48,Actual final exit,Actual final exit,148,8,1.0,1.0,1.000000000000001
-2,1,48,Local J-Lens,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-2,1,48,Local J-Lens,Final J-Lens,148,1,0.006756756756756757,0.0,0.02027027027027027
-2,1,48,Local J-Lens,Logit lens,148,1,1.0,1.0,1.000000000000001
-2,1,48,Local J-Lens,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-2,1,48,Local J-Lens,Actual final exit,148,1,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,48,Final J-Lens,Local J-Lens,148,1,0.006756756756756757,0.0,0.02027027027027027
-2,1,48,Final J-Lens,Final J-Lens,148,1,1.0,1.0,1.000000000000001
-2,1,48,Final J-Lens,Logit lens,148,1,0.006756756756756757,0.0,0.02027027027027027
-2,1,48,Final J-Lens,Actual loop exit,148,1,0.006756756756756757,0.0,0.02027027027027027
-2,1,48,Final J-Lens,Actual final exit,148,1,0.0,0.0,0.0
-2,1,48,Logit lens,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-2,1,48,Logit lens,Final J-Lens,148,1,0.006756756756756757,0.0,0.02027027027027027
-2,1,48,Logit lens,Logit lens,148,1,1.0,1.0,1.000000000000001
-2,1,48,Logit lens,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-2,1,48,Logit lens,Actual final exit,148,1,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,48,Actual loop exit,Local J-Lens,148,1,1.0,1.0,1.000000000000001
-2,1,48,Actual loop exit,Final J-Lens,148,1,0.006756756756756757,0.0,0.02027027027027027
-2,1,48,Actual loop exit,Logit lens,148,1,1.0,1.0,1.000000000000001
-2,1,48,Actual loop exit,Actual loop exit,148,1,1.0,1.0,1.000000000000001
-2,1,48,Actual loop exit,Actual final exit,148,1,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,48,Actual final exit,Local J-Lens,148,1,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,48,Actual final exit,Final J-Lens,148,1,0.0,0.0,0.0
-2,1,48,Actual final exit,Logit lens,148,1,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,48,Actual final exit,Actual loop exit,148,1,0.722972972972973,0.6486486486486487,0.7972972972972971
-2,1,48,Actual final exit,Actual final exit,148,1,1.0,1.0,1.000000000000001
-2,2,1-47,Local J-Lens,Local J-Lens,148,47,1.0,1.0,1.000000000000001
-2,2,1-47,Local J-Lens,Final J-Lens,148,47,0.19364577343300743,0.160580793559517,0.2278608395629672
-2,2,1-47,Local J-Lens,Logit lens,148,47,0.1418918918918917,0.12665324899367447,0.1575618171362853
-2,2,1-47,Local J-Lens,Actual loop exit,148,47,0.0652673950546291,0.05333525014376075,0.07806210465784932
-2,2,1-47,Local J-Lens,Actual final exit,148,47,0.062392179413456,0.049884991374353066,0.07561817136285222
-2,2,1-47,Final J-Lens,Local J-Lens,148,47,0.19364577343300743,0.160580793559517,0.2278608395629672
-2,2,1-47,Final J-Lens,Final J-Lens,148,47,1.0,1.0,1.000000000000001
-2,2,1-47,Final J-Lens,Logit lens,148,47,0.0020126509488211613,0.0002875215641173088,0.004312823461759632
-2,2,1-47,Final J-Lens,Actual loop exit,148,47,0.0002875215641173088,0.0,0.0008625646923519265
-2,2,1-47,Final J-Lens,Actual final exit,148,47,0.0002875215641173088,0.0,0.0008625646923519265
-2,2,1-47,Logit lens,Local J-Lens,148,47,0.1418918918918917,0.12665324899367447,0.1575618171362853
-2,2,1-47,Logit lens,Final J-Lens,148,47,0.0020126509488211613,0.0002875215641173088,0.004312823461759632
-2,2,1-47,Logit lens,Logit lens,148,47,1.0,1.0,1.000000000000001
-2,2,1-47,Logit lens,Actual loop exit,148,47,0.14807360552041396,0.1312535940195515,0.165181138585394
-2,2,1-47,Logit lens,Actual final exit,148,47,0.13729154686601486,0.12061529614721109,0.15425531914893623
-2,2,1-47,Actual loop exit,Local J-Lens,148,47,0.0652673950546291,0.05333525014376075,0.07806210465784932
-2,2,1-47,Actual loop exit,Final J-Lens,148,47,0.0002875215641173088,0.0,0.0008625646923519265
-2,2,1-47,Actual loop exit,Logit lens,148,47,0.14807360552041396,0.1312535940195515,0.165181138585394
-2,2,1-47,Actual loop exit,Actual loop exit,148,47,1.0,1.0,1.000000000000001
-2,2,1-47,Actual loop exit,Actual final exit,148,47,0.8445945945945946,0.783783783783784,0.8986486486486492
-2,2,1-47,Actual final exit,Local J-Lens,148,47,0.062392179413456,0.049884991374353066,0.07561817136285222
-2,2,1-47,Actual final exit,Final J-Lens,148,47,0.0002875215641173088,0.0,0.0008625646923519265
-2,2,1-47,Actual final exit,Logit lens,148,47,0.13729154686601486,0.12061529614721109,0.15425531914893623
-2,2,1-47,Actual final exit,Actual loop exit,148,47,0.8445945945945946,0.783783783783784,0.8986486486486492
-2,2,1-47,Actual final exit,Actual final exit,148,47,1.0,1.0,1.000000000000001
-2,2,41-47,Local J-Lens,Local J-Lens,148,7,1.0,1.0,1.000000000000001
-2,2,41-47,Local J-Lens,Final J-Lens,148,7,0.0009652509652509652,0.0,0.0028957528957528956
-2,2,41-47,Local J-Lens,Logit lens,148,7,0.6110038610038616,0.5617760617760612,0.6602316602316602
-2,2,41-47,Local J-Lens,Actual loop exit,148,7,0.3494208494208495,0.2895752895752894,0.4121621621621619
-2,2,41-47,Local J-Lens,Actual final exit,148,7,0.32142857142857145,0.2606177606177606,0.38610038610038583
-2,2,41-47,Final J-Lens,Local J-Lens,148,7,0.0009652509652509652,0.0,0.0028957528957528956
-2,2,41-47,Final J-Lens,Final J-Lens,148,7,1.0,1.0,1.000000000000001
-2,2,41-47,Final J-Lens,Logit lens,148,7,0.0019305019305019303,0.0,0.005791505791505791
-2,2,41-47,Final J-Lens,Actual loop exit,148,7,0.0019305019305019303,0.0,0.005791505791505791
-2,2,41-47,Final J-Lens,Actual final exit,148,7,0.0019305019305019303,0.0,0.005791505791505791
-2,2,41-47,Logit lens,Local J-Lens,148,7,0.6110038610038616,0.5617760617760612,0.6602316602316602
-2,2,41-47,Logit lens,Final J-Lens,148,7,0.0019305019305019303,0.0,0.005791505791505791
-2,2,41-47,Logit lens,Logit lens,148,7,1.0,1.0,1.000000000000001
-2,2,41-47,Logit lens,Actual loop exit,148,7,0.48841698841698855,0.42181467181467147,0.5569498069498067
-2,2,41-47,Logit lens,Actual final exit,148,7,0.4295366795366797,0.36293436293436276,0.4980694980694978
-2,2,41-47,Actual loop exit,Local J-Lens,148,7,0.3494208494208495,0.2895752895752894,0.4121621621621619
-2,2,41-47,Actual loop exit,Final J-Lens,148,7,0.0019305019305019303,0.0,0.005791505791505791
-2,2,41-47,Actual loop exit,Logit lens,148,7,0.48841698841698855,0.42181467181467147,0.5569498069498067
-2,2,41-47,Actual loop exit,Actual loop exit,148,7,1.0,1.0,1.000000000000001
-2,2,41-47,Actual loop exit,Actual final exit,148,7,0.8445945945945946,0.783783783783784,0.8986486486486492
-2,2,41-47,Actual final exit,Local J-Lens,148,7,0.32142857142857145,0.2606177606177606,0.38610038610038583
-2,2,41-47,Actual final exit,Final J-Lens,148,7,0.0019305019305019303,0.0,0.005791505791505791
-2,2,41-47,Actual final exit,Logit lens,148,7,0.4295366795366797,0.36293436293436276,0.4980694980694978
-2,2,41-47,Actual final exit,Actual loop exit,148,7,0.8445945945945946,0.783783783783784,0.8986486486486492
-2,2,41-47,Actual final exit,Actual final exit,148,7,1.0,1.0,1.000000000000001
-2,2,41-48,Local J-Lens,Local J-Lens,148,8,1.0,1.0,1.000000000000001
-2,2,41-48,Local J-Lens,Final J-Lens,148,8,0.0008445945945945946,0.0,0.002533783783783784
-2,2,41-48,Local J-Lens,Logit lens,148,8,0.6596283783783784,0.6165540540540538,0.7027027027027029
-2,2,41-48,Local J-Lens,Actual loop exit,148,8,0.43074324324324326,0.3783783783783782,0.4856418918918916
-2,2,41-48,Local J-Lens,Actual final exit,148,8,0.38682432432432434,0.3310810810810809,0.44594594594594567
-2,2,41-48,Final J-Lens,Local J-Lens,148,8,0.0008445945945945946,0.0,0.002533783783783784
