position,loop,layers,lens,target,n_items,rank_kl_retained,top1_agreement,top1_ci_low,top1_ci_high,actual_token_hit10,actual_token_hit10_ci_low,actual_token_hit10_ci_high,actual_token_hit100,actual_token_hit100_ci_low,actual_token_hit100_ci_high,actual_token_mrr,actual_token_mrr_ci_low,actual_token_mrr_ci_high,actual_token_mean_log10_rank,actual_token_mean_log10_rank_ci_low,actual_token_mean_log10_rank_ci_high,kl_lens_to_actual,kl_lens_to_actual_ci_low,kl_lens_to_actual_ci_high
-1,2,41-48,Final J-Lens,actual_final_exit,148,True,0.05320945945945946,0.02618243243243243,0.08530405405405406,0.2677364864864865,0.20777027027027029,0.3302364864864865,0.5616554054054054,0.4898648648648648,0.6334459459459459,0.12183023295776314,0.08920116804890249,0.15758408172988436,1.934170899619803,1.748345129281538,2.1242694814652827,9.739120483398438,9.32278134661752,10.15908323614984
-1,2,41-48,Logit lens,actual_current_exit,148,False,0.512668918918919,0.46030405405405395,0.5658783783783783,,,,,,,,,,,,,,,
-1,2,41-48,Logit lens,actual_final_exit,148,True,0.3885135135135135,0.33192567567567555,0.44679054054054035,0.6706081081081081,0.6148648648648649,0.7246621621621622,0.9146959459459459,0.8842905405405403,0.941722972972973,0.48884942096898887,0.43662146476529745,0.5415191235509355,0.7301942825258049,0.631895413999385,0.8333366917967658,3.8915717601776123,3.4840800057442207,4.318352148138187
-1,2,48,Local J-Lens,actual_current_exit,148,True,1.0,1.0,1.000000000000001,1.0,0.9999999999999997,1.0,1.0,0.9999999999999997,1.0,1.0,0.9999999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,2,48,Local J-Lens,actual_final_exit,148,True,0.7297297297297297,0.6554054054054055,0.7972972972972977,0.9121621621621622,0.8648648648648647,0.9527027027027026,0.9932432432432432,0.9797297297297295,1.0,0.8008656279650861,0.7441881510951993,0.8539213960924487,0.20666674278261835,0.14263457271087357,0.27799918001368273,0.6470277309417725,0.5134662092448217,0.790253508563713
-1,2,48,Final J-Lens,actual_current_exit,148,False,0.013513513513513514,0.0,0.033783783783783786,,,,,,,,,,,,,,,
-1,2,48,Final J-Lens,actual_final_exit,148,True,0.013513513513513514,0.0,0.033783783783783786,0.08108108108108109,0.04054054054054054,0.1283783783783784,0.3716216216216216,0.2972972972972973,0.45270270270270274,0.04181469662281728,0.02355203843774982,0.06477676209738838,2.3795667651915067,2.209429677679387,2.550758243907467,10.886651039123535,10.166581984065674,11.67188675959368
-1,2,48,Logit lens,actual_current_exit,148,False,1.0,1.0,1.000000000000001,,,,,,,,,,,,,,,
-1,2,48,Logit lens,actual_final_exit,148,True,0.7297297297297297,0.6554054054054055,0.7972972972972977,0.9121621621621622,0.8648648648648647,0.9527027027027026,0.9932432432432432,0.9797297297297295,1.0,0.8008656279650861,0.7441881510951993,0.8539213960924487,0.20666674278261835,0.14263457271087357,0.27799918001368273,0.6470277309417725,0.5134662092448217,0.790253508563713
-1,3,1-47,Local J-Lens,actual_current_exit,148,True,0.0927257044278321,0.07073030477285794,0.11716503737780332,0.24511213341000573,0.2078780908568143,0.284502587694077,0.5083381253594019,0.45773433007475567,0.5585106382978724,0.1444713355867017,0.11885181317602532,0.17193510529227457,2.029814829632031,1.8839378690934079,2.177766796747254,12.062594413757324,11.082105398983568,13.082700289624771
-1,3,1-47,Local J-Lens,actual_final_exit,148,True,0.09143185738930418,0.06958021851638871,0.11572742955721675,0.24324324324324326,0.20600920069005177,0.28263729154686573,0.5040253018976423,0.4534179125934445,0.5540540540540542,0.1432929559482191,0.11755823341425414,0.17064759291851195,2.0369444746922727,1.8904776175772557,2.18653294619922,12.465359687805176,11.486400494462737,13.482009917175448
-1,3,1-47,Final J-Lens,actual_current_exit,148,False,0.046003450258769396,0.02889232317423806,0.06541115583668776,,,,,,,,,,,,,,,
-1,3,1-47,Final J-Lens,actual_final_exit,148,True,0.0444220816561242,0.02717078780908568,0.06382978723404253,0.33323749281196086,0.2780333525014376,0.3891604370327775,0.6602932719953996,0.5917193789534214,0.7268581081081079,0.13083135607190538,0.105668563235734,0.157896117000649,1.691853375718686,1.526614057611467,1.8636603205476712,7.938467502593994,7.548451264162321,8.326985726686747
-1,3,1-47,Logit lens,actual_current_exit,148,False,0.15339275445658423,0.1269407705577918,0.1814261069580219,,,,,,,,,,,,,,,
