model,seed,task,method,source_index,native_pass_end,to_final_native,to_same_source_coda
ouro,fixed,order-ops,raw,156,False,0.0,
ouro,fixed,order-ops,raw,157,False,0.0,
ouro,fixed,order-ops,raw,158,False,0.0,
ouro,fixed,order-ops,raw,159,False,0.0,
ouro,fixed,order-ops,raw,160,False,0.0,
ouro,fixed,order-ops,raw,161,False,0.0,
ouro,fixed,order-ops,raw,162,False,0.058823529411764705,
ouro,fixed,order-ops,raw,163,False,0.0392156862745098,
ouro,fixed,order-ops,raw,164,False,0.0196078431372549,
ouro,fixed,order-ops,raw,165,False,0.0392156862745098,
ouro,fixed,order-ops,raw,166,False,0.058823529411764705,
ouro,fixed,order-ops,raw,167,False,0.0392156862745098,
ouro,fixed,order-ops,raw,168,False,0.27450980392156865,
ouro,fixed,order-ops,raw,169,False,0.21568627450980393,
ouro,fixed,order-ops,raw,170,False,0.27450980392156865,
ouro,fixed,order-ops,raw,171,False,0.3137254901960784,
ouro,fixed,order-ops,raw,172,False,0.23529411764705882,
ouro,fixed,order-ops,raw,173,False,0.19607843137254902,
ouro,fixed,order-ops,raw,174,False,0.0392156862745098,
ouro,fixed,order-ops,raw,175,False,0.058823529411764705,
ouro,fixed,order-ops,raw,176,False,0.0784313725490196,
ouro,fixed,order-ops,raw,177,False,0.058823529411764705,
ouro,fixed,order-ops,raw,178,False,0.0784313725490196,
ouro,fixed,order-ops,raw,179,False,0.3333333333333333,
ouro,fixed,order-ops,raw,180,False,0.47058823529411764,
ouro,fixed,order-ops,raw,181,False,0.5098039215686274,
ouro,fixed,order-ops,raw,182,False,0.5686274509803921,
ouro,fixed,order-ops,raw,183,False,0.6078431372549019,
ouro,fixed,order-ops,raw,184,False,0.7058823529411765,
ouro,fixed,order-ops,raw,185,False,0.7058823529411765,
ouro,fixed,order-ops,raw,186,False,0.7254901960784313,
ouro,fixed,order-ops,raw,187,False,0.7450980392156863,
ouro,fixed,order-ops,raw,188,False,0.7254901960784313,
ouro,fixed,order-ops,raw,189,False,0.6862745098039216,
ouro,fixed,order-ops,raw,190,False,0.803921568627451,
ouro,fixed,order-ops,raw,191,True,1.0,
ouro,fixed,order-ops,jlens,0,False,0.0,
ouro,fixed,order-ops,jlens,1,False,0.0,
ouro,fixed,order-ops,jlens,2,False,0.0,
ouro,fixed,order-ops,jlens,3,False,0.0,
ouro,fixed,order-ops,jlens,4,False,0.0,
ouro,fixed,order-ops,jlens,5,False,0.0,
ouro,fixed,order-ops,jlens,6,False,0.0,
ouro,fixed,order-ops,jlens,7,False,0.0,
ouro,fixed,order-ops,jlens,8,False,0.0,
ouro,fixed,order-ops,jlens,9,False,0.0,
ouro,fixed,order-ops,jlens,10,False,0.0,
ouro,fixed,order-ops,jlens,11,False,0.0,
ouro,fixed,order-ops,jlens,12,False,0.0,
ouro,fixed,order-ops,jlens,13,False,0.0,
ouro,fixed,order-ops,jlens,14,False,0.0,
ouro,fixed,order-ops,jlens,15,False,0.0,
ouro,fixed,order-ops,jlens,16,False,0.0,
ouro,fixed,order-ops,jlens,17,False,0.0,
ouro,fixed,order-ops,jlens,18,False,0.0,
ouro,fixed,order-ops,jlens,19,False,0.0,
ouro,fixed,order-ops,jlens,20,False,0.0,
ouro,fixed,order-ops,jlens,21,False,0.0,
ouro,fixed,order-ops,jlens,22,False,0.0,
ouro,fixed,order-ops,jlens,23,False,0.0,
ouro,fixed,order-ops,jlens,24,False,0.0,
ouro,fixed,order-ops,jlens,25,False,0.0,
ouro,fixed,order-ops,jlens,26,False,0.0,
ouro,fixed,order-ops,jlens,27,False,0.0,
ouro,fixed,order-ops,jlens,28,False,0.0,
ouro,fixed,order-ops,jlens,29,False,0.0,
ouro,fixed,order-ops,jlens,30,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,31,False,0.0,
ouro,fixed,order-ops,jlens,32,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,33,False,0.0,
ouro,fixed,order-ops,jlens,34,False,0.0,
ouro,fixed,order-ops,jlens,35,False,0.0,
ouro,fixed,order-ops,jlens,36,False,0.0,
ouro,fixed,order-ops,jlens,37,False,0.0,
ouro,fixed,order-ops,jlens,38,False,0.0,
ouro,fixed,order-ops,jlens,39,False,0.0,
ouro,fixed,order-ops,jlens,40,False,0.0,
ouro,fixed,order-ops,jlens,41,False,0.0,
ouro,fixed,order-ops,jlens,42,False,0.0,
ouro,fixed,order-ops,jlens,43,False,0.0,
ouro,fixed,order-ops,jlens,44,False,0.0,
ouro,fixed,order-ops,jlens,45,False,0.0,
ouro,fixed,order-ops,jlens,46,False,0.0,
ouro,fixed,order-ops,jlens,47,True,0.0,
ouro,fixed,order-ops,jlens,48,False,0.0,
ouro,fixed,order-ops,jlens,49,False,0.0,
ouro,fixed,order-ops,jlens,50,False,0.0,
ouro,fixed,order-ops,jlens,51,False,0.0,
ouro,fixed,order-ops,jlens,52,False,0.0,
ouro,fixed,order-ops,jlens,53,False,0.0,
ouro,fixed,order-ops,jlens,54,False,0.0,
ouro,fixed,order-ops,jlens,55,False,0.0,
ouro,fixed,order-ops,jlens,56,False,0.0,
ouro,fixed,order-ops,jlens,57,False,0.0,
ouro,fixed,order-ops,jlens,58,False,0.0,
ouro,fixed,order-ops,jlens,59,False,0.0,
ouro,fixed,order-ops,jlens,60,False,0.0,
ouro,fixed,order-ops,jlens,61,False,0.0,
ouro,fixed,order-ops,jlens,62,False,0.0,
ouro,fixed,order-ops,jlens,63,False,0.0,
ouro,fixed,order-ops,jlens,64,False,0.0,
ouro,fixed,order-ops,jlens,65,False,0.0,
ouro,fixed,order-ops,jlens,66,False,0.0,
ouro,fixed,order-ops,jlens,67,False,0.0,
ouro,fixed,order-ops,jlens,68,False,0.0,
ouro,fixed,order-ops,jlens,69,False,0.0,
ouro,fixed,order-ops,jlens,70,False,0.0,
ouro,fixed,order-ops,jlens,71,False,0.0,
ouro,fixed,order-ops,jlens,72,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,73,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,74,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,75,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,76,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,77,False,0.11764705882352941,
ouro,fixed,order-ops,jlens,78,False,0.11764705882352941,
ouro,fixed,order-ops,jlens,79,False,0.11764705882352941,
ouro,fixed,order-ops,jlens,80,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,81,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,82,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,83,False,0.1568627450980392,
ouro,fixed,order-ops,jlens,84,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,85,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,86,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,87,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,88,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,89,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,90,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,91,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,92,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,93,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,94,False,0.0,
ouro,fixed,order-ops,jlens,95,True,0.0,
ouro,fixed,order-ops,jlens,96,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,97,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,98,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,99,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,100,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,101,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,102,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,103,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,104,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,105,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,106,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,107,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,108,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,109,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,110,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,111,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,112,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,113,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,114,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,115,False,0.19607843137254902,
ouro,fixed,order-ops,jlens,116,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,117,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,118,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,119,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,120,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,121,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,122,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,123,False,0.11764705882352941,
ouro,fixed,order-ops,jlens,124,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,125,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,126,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,127,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,128,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,129,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,130,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,131,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,132,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,133,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,134,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,135,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,136,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,137,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,138,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,139,False,0.0,
ouro,fixed,order-ops,jlens,140,False,0.0,
ouro,fixed,order-ops,jlens,141,False,0.0,
ouro,fixed,order-ops,jlens,142,False,0.0,
ouro,fixed,order-ops,jlens,143,True,0.0,
ouro,fixed,order-ops,jlens,144,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,145,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,146,False,0.2549019607843137,
ouro,fixed,order-ops,jlens,147,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,148,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,149,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,150,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,151,False,0.058823529411764705,
ouro,fixed,order-ops,jlens,152,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,153,False,0.0,
ouro,fixed,order-ops,jlens,154,False,0.0,
ouro,fixed,order-ops,jlens,155,False,0.0,
ouro,fixed,order-ops,jlens,156,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,157,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,158,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,159,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,160,False,0.1568627450980392,
ouro,fixed,order-ops,jlens,161,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,162,False,0.13725490196078433,
ouro,fixed,order-ops,jlens,163,False,0.19607843137254902,
ouro,fixed,order-ops,jlens,164,False,0.17647058823529413,
ouro,fixed,order-ops,jlens,165,False,0.0784313725490196,
ouro,fixed,order-ops,jlens,166,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,167,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,168,False,0.21568627450980393,
ouro,fixed,order-ops,jlens,169,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,170,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,171,False,0.4117647058823529,
ouro,fixed,order-ops,jlens,172,False,0.29411764705882354,
ouro,fixed,order-ops,jlens,173,False,0.23529411764705882,
ouro,fixed,order-ops,jlens,174,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,175,False,0.09803921568627451,
ouro,fixed,order-ops,jlens,176,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,177,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,178,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,179,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,180,False,0.0,
ouro,fixed,order-ops,jlens,181,False,0.0196078431372549,
ouro,fixed,order-ops,jlens,182,False,0.11764705882352941,
ouro,fixed,order-ops,jlens,183,False,0.0392156862745098,
ouro,fixed,order-ops,jlens,184,False,0.13725490196078433,
ouro,fixed,order-ops,jlens,185,False,0.17647058823529413,
ouro,fixed,order-ops,jlens,186,False,0.23529411764705882,
ouro,fixed,order-ops,jlens,187,False,0.45098039215686275,
ouro,fixed,order-ops,jlens,188,False,0.39215686274509803,
ouro,fixed,order-ops,jlens,189,False,0.7254901960784313,
ouro,fixed,order-ops,jlens,190,False,0.803921568627451,
ouro,fixed,order-ops,jlens,191,True,1.0,
huginn,2026090803,multihop,raw,0,False,0.07954545454545454,0.2159090909090909
huginn,2026090803,multihop,raw,1,False,0.056818181818181816,0.1590909090909091
huginn,2026090803,multihop,raw,2,False,0.07954545454545454,0.19318181818181818
huginn,2026090803,multihop,raw,3,True,0.022727272727272728,0.045454545454545456
huginn,2026090803,multihop,raw,4,False,0.09090909090909091,0.36363636363636365
huginn,2026090803,multihop,raw,5,False,0.03409090909090909,0.20454545454545456
huginn,2026090803,multihop,raw,6,False,0.06818181818181818,0.3409090909090909
huginn,2026090803,multihop,raw,7,True,0.03409090909090909,0.045454545454545456
huginn,2026090803,multihop,raw,8,False,0.045454545454545456,0.25
huginn,2026090803,multihop,raw,9,False,0.045454545454545456,0.18181818181818182
huginn,2026090803,multihop,raw,10,False,0.10227272727272728,0.29545454545454547
huginn,2026090803,multihop,raw,11,True,0.045454545454545456,0.07954545454545454
huginn,2026090803,multihop,raw,12,False,0.06818181818181818,0.17045454545454544
huginn,2026090803,multihop,raw,13,False,0.09090909090909091,0.19318181818181818
huginn,2026090803,multihop,raw,14,False,0.17045454545454544,0.2727272727272727
huginn,2026090803,multihop,raw,15,True,0.10227272727272728,0.11363636363636363
huginn,2026090803,multihop,raw,16,False,0.045454545454545456,0.18181818181818182
huginn,2026090803,multihop,raw,17,False,0.11363636363636363,0.19318181818181818
huginn,2026090803,multihop,raw,18,False,0.1590909090909091,0.2159090909090909
huginn,2026090803,multihop,raw,19,True,0.14772727272727273,0.09090909090909091
huginn,2026090803,multihop,raw,20,False,0.056818181818181816,0.23863636363636365
huginn,2026090803,multihop,raw,21,False,0.125,0.13636363636363635
huginn,2026090803,multihop,raw,22,False,0.1590909090909091,0.3181818181818182
huginn,2026090803,multihop,raw,23,True,0.1590909090909091,0.1590909090909091
huginn,2026090803,multihop,raw,24,False,0.10227272727272728,0.19318181818181818
huginn,2026090803,multihop,raw,25,False,0.13636363636363635,0.19318181818181818
huginn,2026090803,multihop,raw,26,False,0.2159090909090909,0.2840909090909091
huginn,2026090803,multihop,raw,27,True,0.18181818181818182,0.14772727272727273
huginn,2026090803,multihop,raw,28,False,0.045454545454545456,0.18181818181818182
huginn,2026090803,multihop,raw,29,False,0.125,0.14772727272727273
huginn,2026090803,multihop,raw,30,False,0.20454545454545456,0.2727272727272727
huginn,2026090803,multihop,raw,31,True,0.17045454545454544,0.17045454545454544
huginn,2026090803,multihop,jlens,0,False,0.0,0.0
huginn,2026090803,multihop,jlens,1,False,0.0,0.0
huginn,2026090803,multihop,jlens,2,False,0.0,0.0
huginn,2026090803,multihop,jlens,3,True,0.0,0.0
huginn,2026090803,multihop,jlens,4,False,0.0,0.0
huginn,2026090803,multihop,jlens,5,False,0.0,0.0
huginn,2026090803,multihop,jlens,6,False,0.0,0.0
huginn,2026090803,multihop,jlens,7,True,0.0,0.0
huginn,2026090803,multihop,jlens,8,False,0.0,0.0
huginn,2026090803,multihop,jlens,9,False,0.0,0.0
huginn,2026090803,multihop,jlens,10,False,0.0,0.0
huginn,2026090803,multihop,jlens,11,True,0.0,0.0
huginn,2026090803,multihop,jlens,12,False,0.0,0.0
huginn,2026090803,multihop,jlens,13,False,0.0,0.0
huginn,2026090803,multihop,jlens,14,False,0.0,0.0
huginn,2026090803,multihop,jlens,15,True,0.0,0.0
huginn,2026090803,multihop,jlens,16,False,0.0,0.0
huginn,2026090803,multihop,jlens,17,False,0.0,0.0
huginn,2026090803,multihop,jlens,18,False,0.0,0.0
huginn,2026090803,multihop,jlens,19,True,0.0,0.0
huginn,2026090803,multihop,jlens,20,False,0.0,0.0
huginn,2026090803,multihop,jlens,21,False,0.0,0.0
huginn,2026090803,multihop,jlens,22,False,0.0,0.0
huginn,2026090803,multihop,jlens,23,True,0.0,0.0
huginn,2026090803,multihop,jlens,24,False,0.0,0.0
huginn,2026090803,multihop,jlens,25,False,0.0,0.0
huginn,2026090803,multihop,jlens,26,False,0.03409090909090909,0.0
huginn,2026090803,multihop,jlens,27,True,0.011363636363636364,0.011363636363636364
huginn,2026090803,multihop,jlens,28,False,0.06818181818181818,0.056818181818181816
huginn,2026090803,multihop,jlens,29,False,0.07954545454545454,0.09090909090909091
huginn,2026090803,multihop,jlens,30,False,0.09090909090909091,0.11363636363636363
huginn,2026090803,multihop,jlens,31,True,0.10227272727272728,0.10227272727272728
huginn,2026090803,multihop,coda,0,False,0.056818181818181816,1.0
huginn,2026090803,multihop,coda,1,False,0.06818181818181818,1.0
huginn,2026090803,multihop,coda,2,False,0.045454545454545456,1.0
huginn,2026090803,multihop,coda,3,True,0.13636363636363635,1.0
huginn,2026090803,multihop,coda,4,False,0.06818181818181818,1.0
huginn,2026090803,multihop,coda,5,False,0.13636363636363635,1.0
huginn,2026090803,multihop,coda,6,False,0.18181818181818182,1.0
huginn,2026090803,multihop,coda,7,True,0.22727272727272727,1.0
huginn,2026090803,multihop,coda,8,False,0.1590909090909091,1.0
huginn,2026090803,multihop,coda,9,False,0.23863636363636365,1.0
huginn,2026090803,multihop,coda,10,False,0.25,1.0
huginn,2026090803,multihop,coda,11,True,0.2727272727272727,1.0
huginn,2026090803,multihop,coda,12,False,0.17045454545454544,1.0
huginn,2026090803,multihop,coda,13,False,0.32954545454545453,1.0
huginn,2026090803,multihop,coda,14,False,0.3068181818181818,1.0
huginn,2026090803,multihop,coda,15,True,0.38636363636363635,1.0
huginn,2026090803,multihop,coda,16,False,0.25,1.0
huginn,2026090803,multihop,coda,17,False,0.26136363636363635,1.0
huginn,2026090803,multihop,coda,18,False,0.375,1.0
huginn,2026090803,multihop,coda,19,True,0.5,1.0
huginn,2026090803,multihop,coda,20,False,0.2159090909090909,1.0
huginn,2026090803,multihop,coda,21,False,0.3068181818181818,1.0
huginn,2026090803,multihop,coda,22,False,0.3068181818181818,1.0
huginn,2026090803,multihop,coda,23,True,0.48863636363636365,1.0
huginn,2026090803,multihop,coda,24,False,0.2159090909090909,1.0
huginn,2026090803,multihop,coda,25,False,0.3977272727272727,1.0
huginn,2026090803,multihop,coda,26,False,0.4431818181818182,1.0
huginn,2026090803,multihop,coda,27,True,0.6704545454545454,1.0
huginn,2026090803,multihop,coda,28,False,0.17045454545454544,1.0
huginn,2026090803,multihop,coda,29,False,0.375,1.0
huginn,2026090803,multihop,coda,30,False,0.4318181818181818,1.0
huginn,2026090803,multihop,coda,31,True,1.0,1.0
huginn,2026090803,order-ops,raw,0,False,0.0,0.43137254901960786
huginn,2026090803,order-ops,raw,1,False,0.0,0.2549019607843137
huginn,2026090803,order-ops,raw,2,False,0.0,0.29411764705882354
huginn,2026090803,order-ops,raw,3,True,0.0,0.0
huginn,2026090803,order-ops,raw,4,False,0.0,0.21568627450980393
huginn,2026090803,order-ops,raw,5,False,0.0,0.3137254901960784
huginn,2026090803,order-ops,raw,6,False,0.0392156862745098,0.29411764705882354
huginn,2026090803,order-ops,raw,7,True,0.0,0.0196078431372549
huginn,2026090803,order-ops,raw,8,False,0.0,0.2549019607843137
huginn,2026090803,order-ops,raw,9,False,0.0,0.2549019607843137
huginn,2026090803,order-ops,raw,10,False,0.0392156862745098,0.17647058823529413
huginn,2026090803,order-ops,raw,11,True,0.0,0.0196078431372549
huginn,2026090803,order-ops,raw,12,False,0.0392156862745098,0.35294117647058826
huginn,2026090803,order-ops,raw,13,False,0.0196078431372549,0.37254901960784315
huginn,2026090803,order-ops,raw,14,False,0.0392156862745098,0.21568627450980393
huginn,2026090803,order-ops,raw,15,True,0.0,0.0
huginn,2026090803,order-ops,raw,16,False,0.058823529411764705,0.17647058823529413
huginn,2026090803,order-ops,raw,17,False,0.058823529411764705,0.21568627450980393
huginn,2026090803,order-ops,raw,18,False,0.058823529411764705,0.17647058823529413
huginn,2026090803,order-ops,raw,19,True,0.0,0.0
huginn,2026090803,order-ops,raw,20,False,0.0196078431372549,0.27450980392156865
huginn,2026090803,order-ops,raw,21,False,0.058823529411764705,0.23529411764705882
huginn,2026090803,order-ops,raw,22,False,0.0392156862745098,0.1568627450980392
huginn,2026090803,order-ops,raw,23,True,0.0,0.0
huginn,2026090803,order-ops,raw,24,False,0.13725490196078433,0.11764705882352941
huginn,2026090803,order-ops,raw,25,False,0.058823529411764705,0.19607843137254902
huginn,2026090803,order-ops,raw,26,False,0.0392156862745098,0.11764705882352941
huginn,2026090803,order-ops,raw,27,True,0.0196078431372549,0.0
huginn,2026090803,order-ops,raw,28,False,0.17647058823529413,0.27450980392156865
huginn,2026090803,order-ops,raw,29,False,0.058823529411764705,0.3333333333333333
huginn,2026090803,order-ops,raw,30,False,0.09803921568627451,0.13725490196078433
huginn,2026090803,order-ops,raw,31,True,0.0392156862745098,0.0392156862745098
huginn,2026090803,order-ops,jlens,0,False,0.0,0.0
huginn,2026090803,order-ops,jlens,1,False,0.0,0.0
huginn,2026090803,order-ops,jlens,2,False,0.0,0.0
huginn,2026090803,order-ops,jlens,3,True,0.0,0.0
huginn,2026090803,order-ops,jlens,4,False,0.0,0.0
huginn,2026090803,order-ops,jlens,5,False,0.0,0.0
huginn,2026090803,order-ops,jlens,6,False,0.0,0.0
huginn,2026090803,order-ops,jlens,7,True,0.0,0.0
huginn,2026090803,order-ops,jlens,8,False,0.0,0.0
huginn,2026090803,order-ops,jlens,9,False,0.0,0.0
huginn,2026090803,order-ops,jlens,10,False,0.0,0.0
huginn,2026090803,order-ops,jlens,11,True,0.0,0.0
huginn,2026090803,order-ops,jlens,12,False,0.0,0.0
huginn,2026090803,order-ops,jlens,13,False,0.0,0.0
huginn,2026090803,order-ops,jlens,14,False,0.0,0.0
huginn,2026090803,order-ops,jlens,15,True,0.0,0.0
huginn,2026090803,order-ops,jlens,16,False,0.0,0.0
huginn,2026090803,order-ops,jlens,17,False,0.0,0.0
huginn,2026090803,order-ops,jlens,18,False,0.0,0.0
huginn,2026090803,order-ops,jlens,19,True,0.0,0.0
huginn,2026090803,order-ops,jlens,20,False,0.0,0.0
huginn,2026090803,order-ops,jlens,21,False,0.0,0.0
huginn,2026090803,order-ops,jlens,22,False,0.0,0.0
huginn,2026090803,order-ops,jlens,23,True,0.0,0.0
huginn,2026090803,order-ops,jlens,24,False,0.0,0.0
huginn,2026090803,order-ops,jlens,25,False,0.0,0.0
huginn,2026090803,order-ops,jlens,26,False,0.0,0.0
huginn,2026090803,order-ops,jlens,27,True,0.0,0.0
huginn,2026090803,order-ops,jlens,28,False,0.0,0.0
huginn,2026090803,order-ops,jlens,29,False,0.0,0.0
huginn,2026090803,order-ops,jlens,30,False,0.0,0.0
huginn,2026090803,order-ops,jlens,31,True,0.0392156862745098,0.0392156862745098
huginn,2026090803,order-ops,coda,0,False,0.0,1.0
huginn,2026090803,order-ops,coda,1,False,0.0,1.0
huginn,2026090803,order-ops,coda,2,False,0.0,1.0
huginn,2026090803,order-ops,coda,3,True,0.11764705882352941,1.0
huginn,2026090803,order-ops,coda,4,False,0.09803921568627451,1.0
huginn,2026090803,order-ops,coda,5,False,0.058823529411764705,1.0
huginn,2026090803,order-ops,coda,6,False,0.0392156862745098,1.0
huginn,2026090803,order-ops,coda,7,True,0.3137254901960784,1.0
huginn,2026090803,order-ops,coda,8,False,0.058823529411764705,1.0
huginn,2026090803,order-ops,coda,9,False,0.13725490196078433,1.0
huginn,2026090803,order-ops,coda,10,False,0.2549019607843137,1.0
huginn,2026090803,order-ops,coda,11,True,0.49019607843137253,1.0
huginn,2026090803,order-ops,coda,12,False,0.11764705882352941,1.0
huginn,2026090803,order-ops,coda,13,False,0.09803921568627451,1.0
huginn,2026090803,order-ops,coda,14,False,0.13725490196078433,1.0
huginn,2026090803,order-ops,coda,15,True,0.47058823529411764,1.0
huginn,2026090803,order-ops,coda,16,False,0.13725490196078433,1.0
huginn,2026090803,order-ops,coda,17,False,0.11764705882352941,1.0
huginn,2026090803,order-ops,coda,18,False,0.17647058823529413,1.0
huginn,2026090803,order-ops,coda,19,True,0.6862745098039216,1.0
huginn,2026090803,order-ops,coda,20,False,0.09803921568627451,1.0
huginn,2026090803,order-ops,coda,21,False,0.21568627450980393,1.0
huginn,2026090803,order-ops,coda,22,False,0.21568627450980393,1.0
huginn,2026090803,order-ops,coda,23,True,0.6470588235294118,1.0
huginn,2026090803,order-ops,coda,24,False,0.11764705882352941,1.0
huginn,2026090803,order-ops,coda,25,False,0.09803921568627451,1.0
huginn,2026090803,order-ops,coda,26,False,0.21568627450980393,1.0
huginn,2026090803,order-ops,coda,27,True,0.6862745098039216,1.0
huginn,2026090803,order-ops,coda,28,False,0.11764705882352941,1.0
huginn,2026090803,order-ops,coda,29,False,0.11764705882352941,1.0
huginn,2026090803,order-ops,coda,30,False,0.3333333333333333,1.0
huginn,2026090803,order-ops,coda,31,True,1.0,1.0
huginn,2026090804,multihop,raw,0,False,0.09090909090909091,0.2159090909090909
huginn,2026090804,multihop,raw,1,False,0.07954545454545454,0.1590909090909091
huginn,2026090804,multihop,raw,2,False,0.10227272727272728,0.20454545454545456
huginn,2026090804,multihop,raw,3,True,0.011363636363636364,0.022727272727272728
huginn,2026090804,multihop,raw,4,False,0.07954545454545454,0.38636363636363635
huginn,2026090804,multihop,raw,5,False,0.045454545454545456,0.2840909090909091
huginn,2026090804,multihop,raw,6,False,0.09090909090909091,0.32954545454545453
huginn,2026090804,multihop,raw,7,True,0.022727272727272728,0.022727272727272728
huginn,2026090804,multihop,raw,8,False,0.056818181818181816,0.20454545454545456
huginn,2026090804,multihop,raw,9,False,0.03409090909090909,0.20454545454545456
huginn,2026090804,multihop,raw,10,False,0.09090909090909091,0.23863636363636365
huginn,2026090804,multihop,raw,11,True,0.03409090909090909,0.11363636363636363
huginn,2026090804,multihop,raw,12,False,0.09090909090909091,0.20454545454545456
huginn,2026090804,multihop,raw,13,False,0.10227272727272728,0.20454545454545456
huginn,2026090804,multihop,raw,14,False,0.11363636363636363,0.25
huginn,2026090804,multihop,raw,15,True,0.09090909090909091,0.125
huginn,2026090804,multihop,raw,16,False,0.056818181818181816,0.23863636363636365
huginn,2026090804,multihop,raw,17,False,0.11363636363636363,0.2159090909090909
huginn,2026090804,multihop,raw,18,False,0.125,0.25
huginn,2026090804,multihop,raw,19,True,0.09090909090909091,0.07954545454545454
huginn,2026090804,multihop,raw,20,False,0.07954545454545454,0.26136363636363635
huginn,2026090804,multihop,raw,21,False,0.09090909090909091,0.18181818181818182
huginn,2026090804,multihop,raw,22,False,0.125,0.23863636363636365
huginn,2026090804,multihop,raw,23,True,0.10227272727272728,0.14772727272727273
huginn,2026090804,multihop,raw,24,False,0.06818181818181818,0.18181818181818182
huginn,2026090804,multihop,raw,25,False,0.10227272727272728,0.11363636363636363
