model,seed,task,method_or_contrast,source_index,pass_one_based,physical_block_one_based,native_pass_end,ouro_identity_reference,within_pass_coda_intervention,own,control,excess
ouro,fixed,order-ops,raw,28,1,29,False,False,False,0.5490196078431373,0.06485671191553546,0.484162895927602
ouro,fixed,order-ops,raw,29,1,30,False,False,False,0.5098039215686274,0.06334841628959278,0.4464555052790348
ouro,fixed,order-ops,raw,30,1,31,False,False,False,0.5098039215686274,0.04524886877828054,0.464555052790347
ouro,fixed,order-ops,raw,31,1,32,False,False,False,0.39215686274509803,0.028657616892911,0.3634992458521871
ouro,fixed,order-ops,raw,32,1,33,False,False,False,0.49019607843137253,0.04524886877828054,0.4449472096530921
ouro,fixed,order-ops,raw,33,1,34,False,False,False,0.45098039215686275,0.04826546003016591,0.40271493212669696
ouro,fixed,order-ops,raw,34,1,35,False,False,False,0.3333333333333333,0.02865761689291101,0.30467571644042235
ouro,fixed,order-ops,raw,35,1,36,False,False,False,0.21568627450980393,0.01659125188536953,0.1990950226244344
ouro,fixed,order-ops,raw,36,1,37,False,False,False,0.39215686274509803,0.039215686274509796,0.35294117647058826
ouro,fixed,order-ops,raw,37,1,38,False,False,False,0.49019607843137253,0.08748114630467572,0.40271493212669685
ouro,fixed,order-ops,raw,38,1,39,False,False,False,0.43137254901960786,0.06033182503770739,0.3710407239819005
ouro,fixed,order-ops,raw,39,1,40,False,False,False,0.45098039215686275,0.06938159879336352,0.38159879336349933
ouro,fixed,order-ops,raw,40,1,41,False,False,False,0.47058823529411764,0.07993966817496233,0.3906485671191554
ouro,fixed,order-ops,raw,41,1,42,False,False,False,0.5294117647058824,0.12820512820512825,0.4012066365007543
ouro,fixed,order-ops,raw,42,1,43,False,False,False,0.5294117647058824,0.1191553544494721,0.41025641025641046
ouro,fixed,order-ops,raw,43,1,44,False,False,False,0.6078431372549019,0.1900452488687782,0.4177978883861238
ouro,fixed,order-ops,raw,44,1,45,False,False,False,0.6862745098039216,0.2639517345399698,0.4223227752639519
ouro,fixed,order-ops,raw,45,1,46,False,False,False,0.5294117647058824,0.2503770739064858,0.2790346907993966
ouro,fixed,order-ops,raw,46,1,47,False,False,False,0.5294117647058824,0.36048265460030166,0.16892911010558068
ouro,fixed,order-ops,raw,47,1,48,True,False,False,0.5294117647058824,0.3800904977375563,0.14932126696832576
ouro,fixed,order-ops,raw,48,2,1,False,False,False,0.47058823529411764,0.20211161387631982,0.26847662141779777
ouro,fixed,order-ops,raw,49,2,2,False,False,False,0.45098039215686275,0.12066365007541481,0.3303167420814481
ouro,fixed,order-ops,raw,50,2,3,False,False,False,0.27450980392156865,0.019607843137254898,0.2549019607843138
ouro,fixed,order-ops,raw,51,2,4,False,False,False,0.2549019607843137,0.0196078431372549,0.23529411764705882
ouro,fixed,order-ops,raw,52,2,5,False,False,False,0.23529411764705882,0.015082956259426848,0.22021116138763197
ouro,fixed,order-ops,raw,53,2,6,False,False,False,0.19607843137254902,0.0015082956259426848,0.19457013574660634
ouro,fixed,order-ops,raw,54,2,7,False,False,False,0.13725490196078433,0.0015082956259426848,0.13574660633484165
ouro,fixed,order-ops,raw,55,2,8,False,False,False,0.058823529411764705,0.0015082956259426848,0.057315233785822026
ouro,fixed,order-ops,raw,56,2,9,False,False,False,0.0196078431372549,0.0015082956259426848,0.01809954751131222
ouro,fixed,order-ops,raw,57,2,10,False,False,False,0.0196078431372549,0.0030165912518853697,0.016591251885369536
ouro,fixed,order-ops,raw,58,2,11,False,False,False,0.0392156862745098,0.004524886877828055,0.03469079939668175
ouro,fixed,order-ops,raw,59,2,12,False,False,False,0.058823529411764705,0.0015082956259426848,0.057315233785822026
ouro,fixed,order-ops,raw,60,2,13,False,False,False,0.11764705882352941,0.0030165912518853697,0.11463046757164404
ouro,fixed,order-ops,raw,61,2,14,False,False,False,0.0392156862745098,0.0015082956259426848,0.03770739064856712
ouro,fixed,order-ops,raw,62,2,15,False,False,False,0.0,0.0015082956259426848,-0.0015082956259426848
ouro,fixed,order-ops,raw,63,2,16,False,False,False,0.0,0.0015082956259426848,-0.0015082956259426848
ouro,fixed,order-ops,raw,64,2,17,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,raw,65,2,18,False,False,False,0.0196078431372549,0.010558069381598796,0.009049773755656108
ouro,fixed,order-ops,raw,66,2,19,False,False,False,0.13725490196078433,0.025641025641025647,0.11161387631975866
ouro,fixed,order-ops,raw,67,2,20,False,False,False,0.29411764705882354,0.02714932126696833,0.2669683257918552
ouro,fixed,order-ops,raw,68,2,21,False,False,False,0.17647058823529413,0.02262443438914027,0.15384615384615383
ouro,fixed,order-ops,raw,69,2,22,False,False,False,0.1568627450980392,0.028657616892911013,0.12820512820512822
ouro,fixed,order-ops,raw,70,2,23,False,False,False,0.17647058823529413,0.04072398190045248,0.13574660633484165
ouro,fixed,order-ops,raw,71,2,24,False,False,False,0.11764705882352941,0.04374057315233786,0.07390648567119154
ouro,fixed,order-ops,raw,72,2,25,False,False,False,0.19607843137254902,0.10859728506787332,0.08748114630467572
ouro,fixed,order-ops,raw,73,2,26,False,False,False,0.21568627450980393,0.08597285067873305,0.12971342383107087
ouro,fixed,order-ops,raw,74,2,27,False,False,False,0.19607843137254902,0.08446455505279037,0.11161387631975869
ouro,fixed,order-ops,raw,75,2,28,False,False,False,0.23529411764705882,0.07239819004524888,0.16289592760181001
ouro,fixed,order-ops,raw,76,2,29,False,False,False,0.19607843137254902,0.061840120663650085,0.134238310708899
ouro,fixed,order-ops,raw,77,2,30,False,False,False,0.17647058823529413,0.05580693815987934,0.12066365007541482
ouro,fixed,order-ops,raw,78,2,31,False,False,False,0.0784313725490196,0.048265460030165915,0.030165912518853706
ouro,fixed,order-ops,raw,79,2,32,False,False,False,0.0784313725490196,0.04374057315233786,0.03469079939668175
ouro,fixed,order-ops,raw,80,2,33,False,False,False,0.11764705882352941,0.06485671191553546,0.05279034690799395
ouro,fixed,order-ops,raw,81,2,34,False,False,False,0.1568627450980392,0.0723981900452489,0.08446455505279031
ouro,fixed,order-ops,raw,82,2,35,False,False,False,0.11764705882352941,0.05429864253393665,0.06334841628959273
ouro,fixed,order-ops,raw,83,2,36,False,False,False,0.11764705882352941,0.04374057315233786,0.07390648567119153
ouro,fixed,order-ops,raw,84,2,37,False,False,False,0.17647058823529413,0.06485671191553546,0.11161387631975866
ouro,fixed,order-ops,raw,85,2,38,False,False,False,0.21568627450980393,0.10407239819004528,0.11161387631975868
ouro,fixed,order-ops,raw,86,2,39,False,False,False,0.17647058823529413,0.07843137254901962,0.09803921568627452
ouro,fixed,order-ops,raw,87,2,40,False,False,False,0.19607843137254902,0.0874811463046757,0.10859728506787335
ouro,fixed,order-ops,raw,88,2,41,False,False,False,0.21568627450980393,0.09803921568627451,0.11764705882352942
ouro,fixed,order-ops,raw,89,2,42,False,False,False,0.29411764705882354,0.1463046757164404,0.14781297134238314
ouro,fixed,order-ops,raw,90,2,43,False,False,False,0.29411764705882354,0.13725490196078433,0.1568627450980392
ouro,fixed,order-ops,raw,91,2,44,False,False,False,0.35294117647058826,0.15987933634992457,0.19306184012066366
ouro,fixed,order-ops,raw,92,2,45,False,False,False,0.37254901960784315,0.2141779788838612,0.15837104072398184
ouro,fixed,order-ops,raw,93,2,46,False,False,False,0.47058823529411764,0.23529411764705885,0.2352941176470588
ouro,fixed,order-ops,raw,94,2,47,False,False,False,0.5882352941176471,0.3846153846153846,0.2036199095022625
ouro,fixed,order-ops,raw,95,2,48,True,False,False,0.5294117647058824,0.42081447963800883,0.10859728506787326
ouro,fixed,order-ops,raw,96,3,1,False,False,False,0.39215686274509803,0.15837104072398187,0.23378582202111622
ouro,fixed,order-ops,raw,97,3,2,False,False,False,0.3137254901960784,0.08597285067873302,0.22775263951734545
ouro,fixed,order-ops,raw,98,3,3,False,False,False,0.17647058823529413,0.028657616892911006,0.1478129713423831
ouro,fixed,order-ops,raw,99,3,4,False,False,False,0.21568627450980393,0.045248868778280556,0.1704374057315234
ouro,fixed,order-ops,raw,100,3,5,False,False,False,0.23529411764705882,0.039215686274509796,0.19607843137254904
ouro,fixed,order-ops,raw,101,3,6,False,False,False,0.13725490196078433,0.021116138763197585,0.11613876319758674
ouro,fixed,order-ops,raw,102,3,7,False,False,False,0.058823529411764705,0.015082956259426846,0.04374057315233785
ouro,fixed,order-ops,raw,103,3,8,False,False,False,0.058823529411764705,0.012066365007541479,0.04675716440422322
ouro,fixed,order-ops,raw,104,3,9,False,False,False,0.0392156862745098,0.010558069381598796,0.028657616892911013
ouro,fixed,order-ops,raw,105,3,10,False,False,False,0.0196078431372549,0.010558069381598796,0.00904977375565611
ouro,fixed,order-ops,raw,106,3,11,False,False,False,0.0196078431372549,0.013574660633484163,0.00603318250377074
ouro,fixed,order-ops,raw,107,3,12,False,False,False,0.0196078431372549,0.006033182503770739,0.013574660633484167
ouro,fixed,order-ops,raw,108,3,13,False,False,False,0.0392156862745098,0.00904977375565611,0.030165912518853696
ouro,fixed,order-ops,raw,109,3,14,False,False,False,0.0196078431372549,0.00904977375565611,0.010558069381598796
ouro,fixed,order-ops,raw,110,3,15,False,False,False,0.0,0.0030165912518853697,-0.0030165912518853697
ouro,fixed,order-ops,raw,111,3,16,False,False,False,0.0,0.004524886877828055,-0.004524886877828055
ouro,fixed,order-ops,raw,112,3,17,False,False,False,0.0196078431372549,0.0030165912518853697,0.016591251885369532
ouro,fixed,order-ops,raw,113,3,18,False,False,False,0.0,0.010558069381598796,-0.010558069381598796
ouro,fixed,order-ops,raw,114,3,19,False,False,False,0.1568627450980392,0.02714932126696833,0.12971342383107087
ouro,fixed,order-ops,raw,115,3,20,False,False,False,0.23529411764705882,0.022624434389140274,0.2126696832579185
ouro,fixed,order-ops,raw,116,3,21,False,False,False,0.1568627450980392,0.025641025641025637,0.13122171945701358
ouro,fixed,order-ops,raw,117,3,22,False,False,False,0.13725490196078433,0.024132730015082957,0.11312217194570136
ouro,fixed,order-ops,raw,118,3,23,False,False,False,0.11764705882352941,0.02564102564102564,0.09200603318250376
ouro,fixed,order-ops,raw,119,3,24,False,False,False,0.0784313725490196,0.03167420814479637,0.04675716440422323
ouro,fixed,order-ops,raw,120,3,25,False,False,False,0.19607843137254902,0.1085972850678733,0.08748114630467577
ouro,fixed,order-ops,raw,121,3,26,False,False,False,0.17647058823529413,0.09351432880844641,0.08295625942684764
ouro,fixed,order-ops,raw,122,3,27,False,False,False,0.1568627450980392,0.08295625942684766,0.07390648567119157
ouro,fixed,order-ops,raw,123,3,28,False,False,False,0.11764705882352941,0.05731523378582203,0.06033182503770738
ouro,fixed,order-ops,raw,124,3,29,False,False,False,0.0784313725490196,0.05128205128205127,0.02714932126696833
ouro,fixed,order-ops,raw,125,3,30,False,False,False,0.09803921568627451,0.057315233785822026,0.040723981900452476
ouro,fixed,order-ops,raw,126,3,31,False,False,False,0.0784313725490196,0.04374057315233785,0.03469079939668175
ouro,fixed,order-ops,raw,127,3,32,False,False,False,0.058823529411764705,0.03469079939668174,0.024132730015082957
ouro,fixed,order-ops,raw,128,3,33,False,False,False,0.11764705882352941,0.07541478129713423,0.04223227752639516
ouro,fixed,order-ops,raw,129,3,34,False,False,False,0.09803921568627451,0.06636500754147814,0.03167420814479638
ouro,fixed,order-ops,raw,130,3,35,False,False,False,0.0784313725490196,0.060331825037707405,0.018099547511312226
ouro,fixed,order-ops,raw,131,3,36,False,False,False,0.058823529411764705,0.051282051282051294,0.007541478129713419
ouro,fixed,order-ops,raw,132,3,37,False,False,False,0.1568627450980392,0.07239819004524888,0.08446455505279038
ouro,fixed,order-ops,raw,133,3,38,False,False,False,0.13725490196078433,0.09049773755656108,0.04675716440422322
ouro,fixed,order-ops,raw,134,3,39,False,False,False,0.17647058823529413,0.08144796380090498,0.09502262443438915
ouro,fixed,order-ops,raw,135,3,40,False,False,False,0.1568627450980392,0.08144796380090498,0.07541478129713419
ouro,fixed,order-ops,raw,136,3,41,False,False,False,0.3137254901960784,0.0889894419306184,0.22473604826546006
ouro,fixed,order-ops,raw,137,3,42,False,False,False,0.37254901960784315,0.15233785822021118,0.220211161387632
ouro,fixed,order-ops,raw,138,3,43,False,False,False,0.3333333333333333,0.1523378582202112,0.1809954751131222
ouro,fixed,order-ops,raw,139,3,44,False,False,False,0.4117647058823529,0.16289592760181001,0.24886877828054307
ouro,fixed,order-ops,raw,140,3,45,False,False,False,0.47058823529411764,0.19607843137254902,0.27450980392156865
ouro,fixed,order-ops,raw,141,3,46,False,False,False,0.49019607843137253,0.2639517345399699,0.22624434389140274
ouro,fixed,order-ops,raw,142,3,47,False,False,False,0.5882352941176471,0.4208144796380089,0.16742081447963797
ouro,fixed,order-ops,raw,143,3,48,True,False,False,0.5490196078431373,0.4404223227752638,0.10859728506787328
ouro,fixed,order-ops,raw,144,4,1,False,False,False,0.3333333333333333,0.12971342383107093,0.20361990950226241
ouro,fixed,order-ops,raw,145,4,2,False,False,False,0.23529411764705882,0.05882352941176471,0.17647058823529418
ouro,fixed,order-ops,raw,146,4,3,False,False,False,0.17647058823529413,0.030165912518853685,0.14630467571644043
ouro,fixed,order-ops,raw,147,4,4,False,False,False,0.27450980392156865,0.0693815987933635,0.2051282051282052
ouro,fixed,order-ops,raw,148,4,5,False,False,False,0.29411764705882354,0.0889894419306184,0.20512820512820518
ouro,fixed,order-ops,raw,149,4,6,False,False,False,0.13725490196078433,0.04223227752639517,0.09502262443438916
ouro,fixed,order-ops,raw,150,4,7,False,False,False,0.0392156862745098,0.0196078431372549,0.019607843137254905
ouro,fixed,order-ops,raw,151,4,8,False,False,False,0.0196078431372549,0.015082956259426846,0.004524886877828056
ouro,fixed,order-ops,raw,152,4,9,False,False,False,0.0196078431372549,0.015082956259426846,0.004524886877828052
ouro,fixed,order-ops,raw,153,4,10,False,False,False,0.0196078431372549,0.015082956259426851,0.004524886877828052
ouro,fixed,order-ops,raw,154,4,11,False,False,False,0.0,0.012066365007541479,-0.012066365007541479
ouro,fixed,order-ops,raw,155,4,12,False,False,False,0.0196078431372549,0.010558069381598796,0.00904977375565611
ouro,fixed,order-ops,raw,156,4,13,False,False,False,0.0392156862745098,0.007541478129713424,0.03167420814479638
ouro,fixed,order-ops,raw,157,4,14,False,False,False,0.0196078431372549,0.010558069381598796,0.00904977375565611
ouro,fixed,order-ops,raw,158,4,15,False,False,False,0.0,0.00904977375565611,-0.00904977375565611
ouro,fixed,order-ops,raw,159,4,16,False,False,False,0.0,0.006033182503770739,-0.006033182503770739
ouro,fixed,order-ops,raw,160,4,17,False,False,False,0.0196078431372549,0.00904977375565611,0.010558069381598796
ouro,fixed,order-ops,raw,161,4,18,False,False,False,0.0,0.015082956259426846,-0.015082956259426846
ouro,fixed,order-ops,raw,162,4,19,False,False,False,0.1568627450980392,0.0196078431372549,0.13725490196078433
ouro,fixed,order-ops,raw,163,4,20,False,False,False,0.23529411764705882,0.01809954751131222,0.2171945701357466
ouro,fixed,order-ops,raw,164,4,21,False,False,False,0.17647058823529413,0.02714932126696832,0.1493212669683258
ouro,fixed,order-ops,raw,165,4,22,False,False,False,0.21568627450980393,0.030165912518853685,0.1855203619909503
ouro,fixed,order-ops,raw,166,4,23,False,False,False,0.17647058823529413,0.024132730015082957,0.15233785822021118
ouro,fixed,order-ops,raw,167,4,24,False,False,False,0.09803921568627451,0.019607843137254898,0.07843137254901959
ouro,fixed,order-ops,raw,168,4,25,False,False,False,0.2549019607843137,0.0874811463046757,0.167420814479638
ouro,fixed,order-ops,raw,169,4,26,False,False,False,0.29411764705882354,0.09200603318250376,0.20211161387631985
ouro,fixed,order-ops,raw,170,4,27,False,False,False,0.27450980392156865,0.0904977375565611,0.1840120663650076
ouro,fixed,order-ops,raw,171,4,28,False,False,False,0.27450980392156865,0.07239819004524889,0.20211161387631976
ouro,fixed,order-ops,raw,172,4,29,False,False,False,0.19607843137254902,0.06485671191553546,0.1312217194570136
ouro,fixed,order-ops,raw,173,4,30,False,False,False,0.17647058823529413,0.06033182503770741,0.1161387631975867
ouro,fixed,order-ops,raw,174,4,31,False,False,False,0.13725490196078433,0.049773755656108594,0.08748114630467568
ouro,fixed,order-ops,raw,175,4,32,False,False,False,0.0784313725490196,0.04223227752639516,0.03619909502262446
ouro,fixed,order-ops,raw,176,4,33,False,False,False,0.17647058823529413,0.06485671191553546,0.11161387631975868
ouro,fixed,order-ops,raw,177,4,34,False,False,False,0.13725490196078433,0.061840120663650085,0.07541478129713419
ouro,fixed,order-ops,raw,178,4,35,False,False,False,0.1568627450980392,0.0512820512820513,0.10558069381598792
ouro,fixed,order-ops,raw,179,4,36,False,False,False,0.13725490196078433,0.05580693815987935,0.08144796380090494
ouro,fixed,order-ops,raw,180,4,37,False,False,False,0.29411764705882354,0.08597285067873302,0.20814479638009056
ouro,fixed,order-ops,raw,181,4,38,False,False,False,0.2549019607843137,0.10105580693815988,0.15384615384615388
ouro,fixed,order-ops,raw,182,4,39,False,False,False,0.2549019607843137,0.07692307692307694,0.17797888386123684
ouro,fixed,order-ops,raw,183,4,40,False,False,False,0.3333333333333333,0.08144796380090498,0.25188536953242846
ouro,fixed,order-ops,raw,184,4,41,False,False,False,0.39215686274509803,0.09351432880844644,0.2986425339366518
ouro,fixed,order-ops,raw,185,4,42,False,False,False,0.47058823529411764,0.14932126696832584,0.32126696832579205
ouro,fixed,order-ops,raw,186,4,43,False,False,False,0.47058823529411764,0.1417797888386124,0.3288084464555054
ouro,fixed,order-ops,raw,187,4,44,False,False,False,0.49019607843137253,0.14177978883861236,0.3484162895927603
ouro,fixed,order-ops,raw,188,4,45,False,False,False,0.5098039215686274,0.17345399698340877,0.3363499245852188
ouro,fixed,order-ops,raw,189,4,46,False,False,False,0.49019607843137253,0.24132730015082962,0.24886877828054293
ouro,fixed,order-ops,raw,190,4,47,False,False,False,0.5686274509803921,0.42986425339366496,0.138763197586727
ouro,fixed,order-ops,raw,191,4,48,True,True,False,0.5490196078431373,0.4374057315233784,0.11161387631975862
ouro,fixed,order-ops,jlens,0,1,1,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,1,1,2,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,2,1,3,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,3,1,4,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,4,1,5,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,5,1,6,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,6,1,7,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,7,1,8,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,8,1,9,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,9,1,10,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,10,1,11,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,11,1,12,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,12,1,13,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,13,1,14,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,14,1,15,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,15,1,16,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,16,1,17,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,17,1,18,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,18,1,19,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,19,1,20,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,20,1,21,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,21,1,22,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,22,1,23,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,23,1,24,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,24,1,25,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,25,1,26,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,26,1,27,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,27,1,28,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,28,1,29,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,29,1,30,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,30,1,31,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,31,1,32,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,32,1,33,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,33,1,34,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,34,1,35,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,35,1,36,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,36,1,37,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,37,1,38,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,38,1,39,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,39,1,40,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,40,1,41,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,41,1,42,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,42,1,43,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,43,1,44,False,False,False,0.0,0.0015082956259426848,-0.0015082956259426848
ouro,fixed,order-ops,jlens,44,1,45,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,45,1,46,False,False,False,0.0392156862745098,0.0,0.0392156862745098
ouro,fixed,order-ops,jlens,46,1,47,False,False,False,0.0196078431372549,0.0,0.0196078431372549
ouro,fixed,order-ops,jlens,47,1,48,True,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,48,2,1,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,49,2,2,False,False,False,0.058823529411764705,0.015082956259426848,0.04374057315233786
ouro,fixed,order-ops,jlens,50,2,3,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,51,2,4,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,52,2,5,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,53,2,6,False,False,False,0.0196078431372549,0.0030165912518853697,0.016591251885369536
ouro,fixed,order-ops,jlens,54,2,7,False,False,False,0.0,0.004524886877828055,-0.004524886877828055
ouro,fixed,order-ops,jlens,55,2,8,False,False,False,0.058823529411764705,0.010558069381598796,0.04826546003016591
ouro,fixed,order-ops,jlens,56,2,9,False,False,False,0.0,0.0030165912518853697,-0.0030165912518853697
ouro,fixed,order-ops,jlens,57,2,10,False,False,False,0.13725490196078433,0.02262443438914027,0.11463046757164405
ouro,fixed,order-ops,jlens,58,2,11,False,False,False,0.0392156862745098,0.02111613876319758,0.018099547511312222
ouro,fixed,order-ops,jlens,59,2,12,False,False,False,0.0784313725490196,0.02865761689291101,0.0497737556561086
ouro,fixed,order-ops,jlens,60,2,13,False,False,False,0.0784313725490196,0.015082956259426851,0.06334841628959276
ouro,fixed,order-ops,jlens,61,2,14,False,False,False,0.0,0.0030165912518853697,-0.0030165912518853697
ouro,fixed,order-ops,jlens,62,2,15,False,False,False,0.0,0.0,0.0
ouro,fixed,order-ops,jlens,63,2,16,False,False,False,0.0392156862745098,0.0,0.0392156862745098
ouro,fixed,order-ops,jlens,64,2,17,False,False,False,0.0196078431372549,0.0,0.0196078431372549
ouro,fixed,order-ops,jlens,65,2,18,False,False,False,0.0392156862745098,0.0030165912518853697,0.03619909502262444
ouro,fixed,order-ops,jlens,66,2,19,False,False,False,0.0196078431372549,0.0,0.0196078431372549
ouro,fixed,order-ops,jlens,67,2,20,False,False,False,0.17647058823529413,0.01809954751131222,0.1583710407239819
ouro,fixed,order-ops,jlens,68,2,21,False,False,False,0.0392156862745098,0.0,0.0392156862745098
ouro,fixed,order-ops,jlens,69,2,22,False,False,False,0.17647058823529413,0.01809954751131222,0.1583710407239819
ouro,fixed,order-ops,jlens,70,2,23,False,False,False,0.09803921568627451,0.02714932126696832,0.07088989441930618
ouro,fixed,order-ops,jlens,71,2,24,False,False,False,0.11764705882352941,0.010558069381598796,0.10708898944193063
ouro,fixed,order-ops,jlens,72,2,25,False,False,False,0.3137254901960784,0.07239819004524886,0.24132730015082962
ouro,fixed,order-ops,jlens,73,2,26,False,False,False,0.3333333333333333,0.10105580693815987,0.23227752639517346
ouro,fixed,order-ops,jlens,74,2,27,False,False,False,0.39215686274509803,0.0889894419306184,0.30316742081447967
ouro,fixed,order-ops,jlens,75,2,28,False,False,False,0.29411764705882354,0.10558069381598792,0.18853695324283562
ouro,fixed,order-ops,jlens,76,2,29,False,False,False,0.2549019607843137,0.0784313725490196,0.17647058823529407
ouro,fixed,order-ops,jlens,77,2,30,False,False,False,0.3333333333333333,0.10407239819004527,0.2292609351432881
ouro,fixed,order-ops,jlens,78,2,31,False,False,False,0.3137254901960784,0.12217194570135749,0.19155354449472098
ouro,fixed,order-ops,jlens,79,2,32,False,False,False,0.35294117647058826,0.12217194570135749,0.23076923076923078
ouro,fixed,order-ops,jlens,80,2,33,False,False,False,0.3137254901960784,0.08446455505279032,0.22926093514328807
ouro,fixed,order-ops,jlens,81,2,34,False,False,False,0.3137254901960784,0.09200603318250379,0.2217194570135747
ouro,fixed,order-ops,jlens,82,2,35,False,False,False,0.3333333333333333,0.0995475113122172,0.23378582202111617
ouro,fixed,order-ops,jlens,83,2,36,False,False,False,0.29411764705882354,0.09653092006033182,0.19758672699849172
ouro,fixed,order-ops,jlens,84,2,37,False,False,False,0.27450980392156865,0.058823529411764705,0.21568627450980396
ouro,fixed,order-ops,jlens,85,2,38,False,False,False,0.27450980392156865,0.05128205128205128,0.22322775263951736
ouro,fixed,order-ops,jlens,86,2,39,False,False,False,0.27450980392156865,0.05128205128205128,0.22322775263951736
ouro,fixed,order-ops,jlens,87,2,40,False,False,False,0.2549019607843137,0.052790346907993974,0.20211161387631982
ouro,fixed,order-ops,jlens,88,2,41,False,False,False,0.2549019607843137,0.061840120663650085,0.19306184012066366
ouro,fixed,order-ops,jlens,89,2,42,False,False,False,0.23529411764705882,0.04223227752639518,0.19306184012066366
ouro,fixed,order-ops,jlens,90,2,43,False,False,False,0.21568627450980393,0.04374057315233786,0.1719457013574661
ouro,fixed,order-ops,jlens,91,2,44,False,False,False,0.27450980392156865,0.05279034690799398,0.22171945701357468
ouro,fixed,order-ops,jlens,92,2,45,False,False,False,0.23529411764705882,0.04374057315233786,0.19155354449472098
ouro,fixed,order-ops,jlens,93,2,46,False,False,False,0.2549019607843137,0.057315233785822026,0.19758672699849178
ouro,fixed,order-ops,jlens,94,2,47,False,False,False,0.1568627450980392,0.03167420814479638,0.12518853695324283
ouro,fixed,order-ops,jlens,95,2,48,True,False,False,0.09803921568627451,0.028657616892911006,0.0693815987933635
ouro,fixed,order-ops,jlens,96,3,1,False,False,False,0.23529411764705882,0.048265460030165915,0.18702865761689294
ouro,fixed,order-ops,jlens,97,3,2,False,False,False,0.2549019607843137,0.0799396681749623,0.17496229260935148
ouro,fixed,order-ops,jlens,98,3,3,False,False,False,0.23529411764705882,0.060331825037707384,0.17496229260935145
ouro,fixed,order-ops,jlens,99,3,4,False,False,False,0.2549019607843137,0.07239819004524888,0.1825037707390649
ouro,fixed,order-ops,jlens,100,3,5,False,False,False,0.23529411764705882,0.06636500754147813,0.16892911010558076
ouro,fixed,order-ops,jlens,101,3,6,False,False,False,0.23529411764705882,0.0693815987933635,0.16591251885369532
