task,loop,physical_layer,virtual_index_zero_based,n_items,n_slots,n_concept_clusters,jlens_exit3_hit,jlens_exit3_hit_ci_low,jlens_exit3_hit_ci_high,jlens_exit3_control,jlens_exit3_control_ci_low,jlens_exit3_control_ci_high,jlens_exit3_excess,jlens_exit3_excess_ci_low,jlens_exit3_excess_ci_high,logitlens_hit,logitlens_hit_ci_low,logitlens_hit_ci_high,logitlens_control,logitlens_control_ci_low,logitlens_control_ci_high,logitlens_excess,logitlens_excess_ci_low,logitlens_excess_ci_high,difference,ci_low,ci_high,sim_low,sim_high,cluster_ci_low,cluster_ci_high,cluster_sim_low,cluster_sim_high
multihop,3,4,99,90,100,64,0.0,0.0,0.0,0.019972530074831865,0.012884815762053614,0.027863088472103816,-0.019972530074831865,-0.027863088472103822,-0.012884815762053614,0.1111111111111111,0.05555555555555555,0.17777777777777778,0.009510277540968075,0.005797101449275364,0.013858103627924601,0.10160083357014303,0.04314649048025007,0.16874111963626032,-0.12157336364497492,-0.19016298427583597,-0.061508951406649616,-0.3523425944142058,0.10919586712425591,-0.1949098621420997,-0.058263752800198014,-0.4546098369755659,0.21146310968561602
multihop,3,5,100,90,100,64,0.0,0.0,0.0,0.01787913232926021,0.011115847305105618,0.025449938429478066,-0.01787913232926021,-0.025449938429478066,-0.011115847305105618,0.12222222222222222,0.05555555555555556,0.1888888888888889,0.007573174197215114,0.004186795491143317,0.011916264090177132,0.1146490480250071,0.04895330112721418,0.18389220422468502,-0.1325281803542673,-0.20305490432888132,-0.06747418774272994,-0.3632974111234981,0.09824105041496353,-0.20562101526648832,-0.06757702196146406,-0.4655646536848582,0.20050829297632364
multihop,3,6,101,90,100,64,0.0,0.0,0.0,0.017883868523254718,0.011120583499100124,0.02560386473429951,-0.017883868523254718,-0.02560386473429951,-0.011120583499100124,0.06666666666666667,0.022222222222222223,0.12222222222222223,0.0069314199109595485,0.004035237283319125,0.010310694326039593,0.059735246755707114,0.013997762148337596,0.11577632139812447,-0.07761911527896183,-0.13348495074358246,-0.030602858293075692,-0.30838834604819265,0.15315011549026902,-0.14225538756692607,-0.025676978453175427,-0.41065558860955276,0.25541735805162913
multihop,3,7,102,90,100,64,0.0,0.0,0.0,0.01771573363644975,0.011111111111111112,0.025123141043857156,-0.01771573363644975,-0.025123141043857156,-0.011111111111111112,0.05555555555555555,0.011111111111111112,0.1111111111111111,0.004191531685137824,0.0025788576300085253,0.00596760443307758,0.051364023870417726,0.007397935019418396,0.10612277398882228,-0.0690797575068675,-0.12302737520128822,-0.024320296959363462,-0.29984898827609835,0.16168947326236333,-0.1253598754031471,-0.02540292775582375,-0.40211623083745845,0.26395671582372343
multihop,3,8,103,90,100,64,0.011111111111111112,0.0,0.03333333333333333,0.019820971867007677,0.012560386473429951,0.02788671023965142,-0.008709860755896566,-0.024959742351046695,0.01606043383536989,0.03333333333333333,0.0,0.07777777777777778,0.002417827034195321,0.0011272141706924316,0.004028132992327366,0.030915506299138012,-0.0022567964383821163,0.07503788955195606,-0.039625367055034576,-0.08486081509898645,0.0009308397271952056,-0.2703945978242654,0.19114386371419625,-0.08972597344911559,0.0007304654198635898,-0.3726618403856255,0.2934111062755564
multihop,3,9,104,90,100,64,0.011111111111111112,0.0,0.03333333333333333,0.01836459221369708,0.011755233494363927,0.025771999621104484,-0.00725348110258597,-0.024161693662972435,0.019484702093397744,0.011111111111111112,0.0,0.03333333333333333,0.001773704650942503,0.0006441223832528181,0.0032253481102585964,0.009337406460168611,-0.0029009188216349343,0.03236714975845411,-0.016590887562754567,-0.050256997726626874,0.01723033295443781,-0.2473601183319854,0.21417834320647627,-0.05057551978585081,0.01692910250490471,-0.3496273608933455,0.3164455857678364
multihop,3,10,105,90,100,64,0.011111111111111112,0.0,0.03333333333333333,0.015307378990243436,0.009351615042152128,0.022070664014398028,-0.004196267879132328,-0.01949186558681444,0.02028748697546652,0.0,0.0,0.0,0.0029151980930810567,0.0014540115563133466,0.004688902744023561,-0.0029151980930810567,-0.004688902744023561,-0.0014540115563133466,-0.0012810697860512696,-0.01640379464569735,0.0230464498691538,-0.2320503005552821,0.22948816098317956,-0.0171532493557143,0.02313153810578629,-0.3343175431166422,0.3317554035445397
multihop,3,11,106,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.015463673392062139,0.009510277540968079,0.022231694610211235,0.0067585488301600835,-0.01884057971014493,0.04299055129298096,0.0,0.0,0.0,0.001932367149758454,0.00048309178743961357,0.004025764895330112,-0.001932367149758454,-0.004025764895330112,-0.00048309178743961357,0.008690915979918537,-0.01659088756275457,0.04492291844273942,-0.2220783147893123,0.23946014674914937,-0.01652504510398699,0.046183892482824306,-0.3243455573506724,0.3417273893105095
multihop,3,12,107,90,100,64,0.0,0.0,0.0,0.018374064601686085,0.011433172302737523,0.02624798711755233,-0.018374064601686085,-0.02624798711755233,-0.011433172302737523,0.011111111111111112,0.0,0.03333333333333333,0.0017713365539452498,0.00048309178743961357,0.0037037037037037043,0.009339774557165864,-0.0032206119162640906,0.032528180354267314,-0.027713839158851953,-0.05412285687221748,-0.011594202898550727,-0.2584830699280828,0.2030553916103789,-0.05416696442003911,-0.011578397846681418,-0.3607503124894429,0.305322634171739
multihop,3,13,108,90,100,64,0.011111111111111112,0.0,0.03333333333333333,0.016602728047740836,0.010144927536231885,0.024010135455148247,-0.005491616936629725,-0.02229089703514256,0.02109500805152979,0.0,0.0,0.0,0.0019323671497584543,0.0006441223832528181,0.0035426731078905,-0.0019323671497584543,-0.0035426731078905,-0.0006441223832528181,-0.0035592497868712695,-0.020323008430425313,0.022850182343468754,-0.23432848055610211,0.22720998098235956,-0.020325203252032523,0.02391254783005214,-0.3365957231174622,0.32947722354371967
multihop,3,14,109,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.01740314483281236,0.01096192100028417,0.024524012503552142,0.004819077389409872,-0.02079662782987591,0.041373022639007294,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.00322061191626409,0.0014492753623188406,0.005314009661835749,0.041223832528180356,0.006924315619967794,0.0861513687600644,-0.0364047551387705,-0.09067206592782041,0.01610305958132045,-0.26717398590800134,0.19436447563046033,-0.08778045124259301,0.018233534408432395,-0.36944122846936145,0.29663171819182044
multihop,3,15,110,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.01611253196930947,0.010305958132045087,0.0227337903760538,0.006109690252912759,-0.019330775788576303,0.04250266410912191,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.0040305010893246195,0.0017760727479397556,0.006926683716965048,0.04041394335511982,0.005311641564838495,0.0858245713744435,-0.03430425310220709,-0.09049931325187081,0.019815110826939156,-0.2650734838714379,0.19646497766702375,-0.0903222803579514,0.020933977455716582,-0.367340726432798,0.29873222022838386
multihop,3,16,111,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.0172397461400019,0.010789049919484706,0.024486122951596096,0.004982476082220331,-0.0206308610400682,0.04154589371980676,0.07777777777777778,0.022222222222222223,0.13333333333333333,0.004352562280951029,0.0022591645353793694,0.006770389315146349,0.07342521549682675,0.01947996589940324,0.12979066022544283,-0.06844273941460646,-0.1347849767926494,-0.004679241261722095,-0.2992119701838373,0.16232649135462437,-0.1415779004202749,-0.00034491563423789544,-0.4014792127451974,0.2645937339159845
multihop,3,17,112,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.017398408638817846,0.010624703987875347,0.025120772946859903,0.004823813583404376,-0.021095008051529782,0.04169271573363645,0.18888888888888888,0.11111111111111112,0.27777777777777773,0.007262953490574974,0.0046769915695746905,0.010168608506204414,0.18162593539831395,0.1049824168797954,0.2668040162925074,-0.1768021218149095,-0.2658497324050394,-0.08920858198351805,-0.40757135258414035,0.05396710895432133,-0.2826830188381568,-0.07897914510006909,-0.5098385951455005,0.15623435151568144
multihop,3,18,113,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.01788150042625747,0.01112531969309463,0.025443011745761097,0.00434072179596476,-0.021438382116131482,0.04089466704556219,0.18888888888888888,0.11111111111111112,0.27777777777777773,0.0074335978533023985,0.004835654068390642,0.010211583281376575,0.18145529103558652,0.1046124282325231,0.26746802362159056,-0.1771145692396218,-0.2671451927984403,-0.08982541823420559,-0.4078838000088526,0.05365466152960904,-0.27614894620427727,-0.0815452127933771,-0.5101510425702127,0.15592190409096915
multihop,3,19,114,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.014177796722553752,0.008695652173913044,0.02061191626409018,0.008044425499668467,-0.017237378043004643,0.04412238325281804,0.2222222222222222,0.13333333333333333,0.31111111111111106,0.00663081297123363,0.004047025634826718,0.009384771934586799,0.21559140925098863,0.12929335985601972,0.3030263493204622,-0.20754698375132022,-0.2961305100668864,-0.12027071324960877,-0.43831621452055103,0.02322224701791062,-0.31367642567963544,-0.108590139062162,-0.5405834570819111,0.12548948957927072
multihop,3,20,115,90,100,64,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.00967841242777304,0.004508856682769727,0.015814151747655585,0.034766032016671396,0.000966183574879227,0.07854977739888226,0.28888888888888886,0.19999999999999996,0.3888888888888888,0.00581611691471599,0.0037156855676151786,0.008079948721863827,0.2830727719741729,0.19401811629547627,0.38129188439021156,-0.24830673995750152,-0.35716348369688916,-0.14159715329999625,-0.47907597072673236,-0.017537509188270684,-0.3791025042509366,-0.1279748373779209,-0.5813432132880925,0.08472973337308942
multihop,3,21,116,90,100,64,0.011111111111111112,0.0,0.03333333333333333,0.0059676044330775795,0.002746992516813489,0.009822866344605476,0.005143506678033532,-0.00886615515771526,0.029468599033816423,0.24444444444444444,0.15555555555555556,0.3333333333333333,0.005806573837264375,0.0035592497868712704,0.008224400871459696,0.23863787060718009,0.1512005659751823,0.32687322392725204,-0.23349436392914652,-0.3219122383252818,-0.14766730605285594,-0.46426359469837736,-0.0027251331599156825,-0.34408836466519516,-0.13750530782315015,-0.5665308372597375,0.09954210940144442
multihop,3,22,117,90,100,64,0.011111111111111112,0.0,0.03333333333333333,0.004674623472577437,0.0024154589371980675,0.007414511698399168,0.006436487638533673,-0.006770389315146349,0.030271383915885193,0.23333333333333334,0.14444444444444446,0.3222222222222222,0.006304015585612715,0.004054323438222359,0.008712228852893815,0.22702931774772067,0.13992368807426353,0.31512252958000564,-0.22059283010918693,-0.3078833949038553,-0.13573931988254243,-0.4513620608784178,0.01017640066004391,-0.3285056204279596,-0.12724991224647766,-0.5536293034397779,0.11244364322140402
multihop,3,23,118,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.012576963152410716,0.007909443970825047,0.017876764232262952,0.0096452590698115,-0.01516055697641375,0.045249597423510465,0.2111111111111111,0.13333333333333333,0.3,0.004845197145842258,0.0028985507246376816,0.007092452274009324,0.2062659139652689,0.1278296753303672,0.29434253409706224,-0.19662065489545727,-0.2845586459221369,-0.11061978046680525,-0.4273898856646881,0.03414857587377357,-0.3067411892938848,-0.10099783749335521,-0.5296571282260483,0.13641581843513367
multihop,3,24,119,90,100,64,0.011111111111111112,0.0,0.03333333333333333,0.006775125509140856,0.0037202803826844747,0.010324902908023114,0.004335985601970255,-0.009507968646395758,0.028502415458937197,0.1111111111111111,0.05555555555555555,0.17777777777777778,0.0038766454739657787,0.0022591645353793694,0.005659893202359898,0.10723446563714532,0.05021192524165194,0.1745453253765274,-0.10289848003517507,-0.16907027186460422,-0.04654725360834363,-0.33366771080440594,0.12787075073405577,-0.1781964628810642,-0.038352443139370154,-0.43593495336576604,0.23013799329541587
multihop,3,25,120,90,100,64,0.03333333333333333,0.0,0.07777777777777778,0.014821919105806571,0.009507909443970827,0.020780051150895137,0.01851141422752676,-0.013526570048309176,0.06054039973477313,0.17777777777777778,0.1,0.2555555555555556,0.008719403833348174,0.005797101449275363,0.012098735683616578,0.16905837394442966,0.09224192690992324,0.24861459256714435,-0.1505469597169029,-0.23074018847931416,-0.07355676328502445,-0.38131619048613374,0.08022227105232793,-0.2527232026759913,-0.0583863553884396,-0.48358343304749385,0.18248951361368804
multihop,3,26,121,90,100,64,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.01643932935493038,0.011107854977739888,0.022556123898834896,0.02800511508951407,-0.008555934451075112,0.07504375059202395,0.2,0.12222222222222223,0.28888888888888886,0.011305365754348456,0.007935630882246908,0.014874019006982705,0.18869463424565158,0.11024862544339965,0.2756561996779388,-0.16068951915613744,-0.24780239096503842,-0.07455698825423893,-0.3914587499253683,0.0700797116130934,-0.26931038822962133,-0.060270682225947295,-0.4937259924867284,0.1723469541744535
multihop,3,27,122,90,100,64,0.05555555555555555,0.011111111111111112,0.1111111111111111,0.018700861987307006,0.012422977645164347,0.02548315098986454,0.03685469356824856,-0.005804324145116986,0.09046852799090652,0.2,0.12222222222222223,0.2888888888888888,0.011459292059169904,0.007741379773482687,0.01564142558025445,0.18854070794083014,0.11027036422038715,0.2740677341128965,-0.15168601437258153,-0.24782135076252723,-0.05733368890133024,-0.3824552451418124,0.07908321639664931,-0.2676452131674249,-0.04201210171111705,-0.4847224877031725,0.18135045895800941
multihop,3,28,123,90,100,64,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.017720469830444258,0.011605984181112056,0.024329828549777395,0.026723974614000192,-0.008705183764326989,0.07341580231126266,0.17777777777777778,0.1,0.25555555555555554,0.012103414442422718,0.008226713300505149,0.016455906033911144,0.16567436333535512,0.0898311529168593,0.24491474674086197,-0.13895038872135487,-0.22896192347441538,-0.05072213969227464,-0.36971961949058574,0.09181884204787596,-0.23368178343670676,-0.045425167068731606,-0.47198686205194584,0.19408608460923607
multihop,3,29,124,90,100,64,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.016597991853746333,0.011111111111111113,0.022871080799469545,0.027846452590698116,-0.007423984086388177,0.07405530690537084,0.13333333333333333,0.06666666666666667,0.21111111111111108,0.011298261463356699,0.007594557759653,0.015468468788481569,0.12203507186997666,0.056630413575769915,0.19641715672136614,-0.09418861927927852,-0.17148112626693188,-0.02445047955731432,-0.32495785004850936,0.13658061148995232,-0.17453418068331134,-0.01835727805284111,-0.42722509260986946,0.23884785405131242
multihop,3,30,125,90,100,64,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.01659088756275457,0.010950080515297908,0.022871080799469545,0.027853556881689875,-0.008053897887657478,0.0748792270531401,0.1111111111111111,0.05555555555555555,0.17777777777777778,0.009202495620787786,0.005974779413531945,0.012903760538031635,0.10190861549032333,0.04344486540019426,0.16970017771330898,-0.07405505860863347,-0.14958095551653497,-0.0019318802760848002,-0.3048242893778643,0.15671417216059735,-0.1565147589411257,0.0038801521221365947,-0.4070915319392244,0.25898141472195746
multihop,3,31,126,90,100,64,0.022222222222222223,0.0,0.05555555555555556,0.010478829212844558,0.006926683716965048,0.014499857914180167,0.011743393009377661,-0.012089194373401535,0.04620394051340343,0.1,0.044444444444444446,0.16666666666666666,0.008873259448707017,0.005638438950459411,0.01273088945723217,0.09112674055129298,0.03509987449085915,0.15667104764611156,-0.07938334754191533,-0.14864941508004167,-0.012714075968551697,-0.3101525783111462,0.1513858832273155,-0.1610363472452977,-0.005631966129173142,-0.4124198208725063,0.2536531257886756
multihop,3,32,127,90,100,64,0.0,0.0,0.0,0.007589821565658494,0.005013332032647221,0.010490740387293427,-0.007589821565658494,-0.010490740387293427,-0.005013332032647221,0.05555555555555555,0.011111111111111112,0.1111111111111111,0.0061405462033396535,0.003876517349314807,0.008897277077245202,0.049415009352215905,0.005941413987182588,0.10174534315492727,-0.0570048309178744,-0.1088601757127972,-0.01369701382968647,-0.28777406168710523,0.17376439985135644,-0.1184407796101949,-0.01183073429271759,-0.39004130424846534,0.27603164241271655
multihop,3,33,128,90,100,64,0.0,0.0,0.0,0.0048499333398367645,0.002908023112626693,0.007101922894761771,-0.0048499333398367645,-0.007101922894761771,-0.002908023112626693,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.008077649547092608,0.005003859644658211,0.011767144668812797,0.03636679489735183,0.0014159938797063281,0.08097476792649429,-0.04121672823718859,-0.0859880292696789,-0.005801719238420014,-0.2719859590064194,0.18955250253204226,-0.08777492381260356,-0.006441223832528181,-0.3742532015677795,0.29181974509340236
multihop,3,34,129,90,100,64,0.0,0.0,0.0,0.005342568204727995,0.0032373299741700703,0.007623328370933059,-0.005342568204727995,-0.007623328370933059,-0.0032373299741700703,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.0077555883554662015,0.004832640046428843,0.011194033385219213,0.03668885608897825,0.0017427894980906777,0.08194312255149375,-0.04203142429370624,-0.08745389279801617,-0.006777703907289357,-0.27280065506293705,0.1887378064755246,-0.08998988877654196,-0.007075276394683262,-0.37506789762429715,0.29100504903688473
multihop,3,35,130,90,100,64,0.0,0.0,0.0,0.004691270841020814,0.0027542381867304566,0.006784739276055077,-0.004691270841020814,-0.006784739276055077,-0.0027542381867304566,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.007109097875216131,0.004518329070758739,0.010180521447889852,0.03733534656922831,0.0022354835654068385,0.08275071254978306,-0.04202661741024912,-0.08743020034100596,-0.00660687221748604,-0.27279584817947994,0.1887426133589817,-0.08732366514424854,-0.007003439524477396,-0.37506309074084004,0.29100985592034184
multihop,3,36,131,90,100,64,0.0,0.0,0.0,0.0037131760916927167,0.0019323671497584543,0.005664488017429195,-0.0037131760916927167,-0.005664488017429195,-0.0019323671497584543,0.03333333333333333,0.0,0.07777777777777778,0.008558373237534972,0.005650279435445676,0.011932911458620507,0.02477496009579836,-0.007438462171947878,0.0671142962015724,-0.028488136187491075,-0.07020215507430169,0.003708627224774103,-0.2592573669567219,0.20228109458173976,-0.06967413834892698,0.004230949727018072,-0.361524609518082,0.30454833714309987
multihop,3,37,132,90,100,64,0.0,0.0,0.0,0.0041962678791323295,0.0022591645353793694,0.006294401818698494,-0.0041962678791323295,-0.006294401818698494,-0.0022591645353793694,0.044444444444444446,0.011111111111111112,0.08888888888888889,0.010156768021218145,0.006763285024154591,0.014028606611726816,0.0342876764232263,-0.0005045822676896854,0.07921290376053802,-0.03848394430235862,-0.0833975087619589,-0.003379274415080042,-0.26925317507158947,0.1922852864668722,-0.08518581572667483,-0.002970140118477717,-0.3715204176329496,0.2945525290282323
multihop,3,38,133,90,100,64,0.0,0.0,0.0,0.0024225632281898264,0.0009709197688737331,0.004044709671308137,-0.0024225632281898264,-0.004044709671308137,-0.0009709197688737331,0.1,0.044444444444444446,0.16666666666666666,0.014026238514729557,0.010315430520034101,0.01806858008904044,0.08597376148527042,0.029624715828360335,0.15262391067538122,-0.08839632471346026,-0.15474098939092545,-0.032174386662878,-0.3191655554826911,0.14237290605577058,-0.1518536000107189,-0.032746426986120306,-0.4214327980440512,0.24464014861713068
multihop,3,39,134,90,100,64,0.0,0.0,0.0,0.003230084304253102,0.001610305958132045,0.005167187648006062,-0.003230084304253102,-0.005167187648006062,-0.001610305958132045,0.16666666666666666,0.08888888888888889,0.24444444444444444,0.01532158757222696,0.010822144075021313,0.02016677323103154,0.15134507909443976,0.0785468172776357,0.23059462915600995,-0.15457516339869284,-0.2336317135549872,-0.08147035142559475,-0.38534439416792365,0.076194067370538,-0.24495881294942032,-0.07516976936464428,-0.48761163672928376,0.1784613099318981
multihop,3,40,135,90,100,64,0.0,0.0,0.0,0.00016103059581320451,0.0,0.0004830917874396135,-0.00016103059581320451,-0.0004830917874396135,0.0,0.24444444444444444,0.15555555555555556,0.3333333333333333,0.01729449512878914,0.013242674097542977,0.021647392301069244,0.2271499493156555,0.13923186885973657,0.31816302828002635,-0.2273109799114687,-0.31831503978402964,-0.13940744292886237,-0.45808021068069954,0.003458250857762135,-0.33224246899261517,-0.13538787570238123,-0.5603474532420596,0.10572549341912224
multihop,3,41,136,90,100,64,0.0,0.0,0.0,0.003713176091692716,0.00193710334375296,0.0056550156294401825,-0.003713176091692716,-0.0056550156294401825,-0.00193710334375296,0.28888888888888886,0.19999999999999996,0.3888888888888888,0.02164942550673741,0.016775599128540302,0.026972907556562165,0.26723946338215154,0.17602305148030808,0.3641714823863066,-0.27095263947384424,-0.36741319510715825,-0.17998010091627678,-0.501721870243075,-0.0401834087046134,-0.38860453317794763,-0.1660570550364367,-0.6039891128044352,0.062083833856746706
multihop,3,42,137,90,100,64,0.0,0.0,0.0,0.004362105358402645,0.0025860326104628893,0.00630157679915286,-0.004362105358402645,-0.00630157679915286,-0.0025860326104628893,0.3111111111111111,0.22222222222222215,0.4111111111111111,0.02067369885440657,0.01612437245429573,0.02569175029230092,0.29043741225670466,0.1984764450339946,0.3886475798048688,-0.29479951761510725,-0.3926945197287221,-0.20332853528605907,-0.5255687483843381,-0.06403028684587642,-0.413018902986998,-0.18773002982204443,-0.6278359909456982,0.03823695571548369
multihop,3,43,138,90,100,64,0.0,0.0,0.0,0.007270128471029337,0.004849933339836765,0.009853722295032369,-0.007270128471029337,-0.009853722295032369,-0.004849933339836765,0.2777777777777778,0.18888888888888886,0.36666666666666675,0.018904730397458585,0.014687149645350962,0.02356772545343755,0.2588730473803193,0.16785680417887827,0.35183415032679705,-0.2661431758513485,-0.3581110874301412,-0.17580937667445673,-0.49691240662057934,-0.035373945082117664,-0.38076493170527037,-0.15986771696625238,-0.5991796491819394,0.06689329747924244
multihop,3,44,139,90,100,64,0.05555555555555555,0.011111111111111112,0.1111111111111111,0.0125936812103167,0.009197688737330682,0.016299615166565588,0.04296187434523885,-0.0006655536610779598,0.0975226683434207,0.37777777777777777,0.27777777777777773,0.4777777777777778,0.019392629068355306,0.014694317556859066,0.024576676153192537,0.3583851487094226,0.25852959555730864,0.45981082969636045,-0.3154232743641835,-0.4262100710570479,-0.20399012503552147,-0.5461925051334143,-0.08465404359495265,-0.4382592796154608,-0.1980138071589072,-0.6484597476947744,0.01761319896640745
multihop,3,45,140,90,100,64,0.05555555555555555,0.011111111111111112,0.1111111111111111,0.014987685895614276,0.010805626598465477,0.01965046888320545,0.040567869659941275,-0.002259164535379371,0.09435451596097376,0.34444444444444444,0.2444444444444444,0.4444444444444444,0.019714690259981717,0.015167661267405513,0.024744877311368693,0.3247297541844629,0.22617174764851497,0.42520569573275985,-0.2841618845245214,-0.39280265074881354,-0.17431019278430246,-0.5149311152937522,-0.053392653755290564,-0.4061314091748443,-0.16637304324606472,-0.6171983578551123,0.04887458880606954
multihop,3,46,141,90,100,64,0.07777777777777778,0.03333333333333333,0.13333333333333333,0.018691389599317994,0.01288955195604812,0.025281803542673103,0.05908638817845979,0.009163173723595718,0.11867013592876766,0.4,0.29999999999999993,0.5,0.037752485088057876,0.029374157911776725,0.0466161077957753,0.36224751491194224,0.2627323438929253,0.4637142205285025,-0.3031611267334825,-0.41441901391027247,-0.19127415458937236,-0.5339303575027133,-0.07239189596425166,-0.41973592375249663,-0.18815892598136774,-0.6361976000640734,0.029875346597108443
multihop,3,47,142,90,100,64,0.06666666666666667,0.022222222222222223,0.12222222222222223,0.017729942218433263,0.011778855261911527,0.024339300937766407,0.04893672444823339,0.003680022733731178,0.10385289381453067,0.3111111111111111,0.22222222222222215,0.41111111111111104,0.06900662925780304,0.053976975911858696,0.08443687360299951,0.2421044818533081,0.14637360936154692,0.34342871462522556,-0.1931677574050747,-0.2939379623974473,-0.09995295439540047,-0.42393698817430553,0.037601473364156146,-0.29353444965279146,-0.09804207475609047,-0.5262042307356656,0.13986871592551625
multihop,3,48,143,90,100,64,0.05555555555555555,0.011111111111111112,0.1111111111111111,0.008705124561902056,0.0051529790660225444,0.012891920053045375,0.0468504309936535,0.0037034668940039775,0.10064412238325281,0.2777777777777778,0.18888888888888886,0.3777777777777777,0.06997044473568502,0.05479166755028494,0.08559047173199076,0.20780733304209273,0.1150798570022861,0.308484299516908,-0.16095690204843927,-0.2574360225018697,-0.06912405417499039,-0.3917261328176701,0.06981232872079157,-0.2529172878503193,-0.06983492224884368,-0.4939933753790302,0.17207957128215168
multihop,4,1,144,90,100,64,0.05555555555555555,0.011111111111111112,0.1111111111111111,0.02272662688263711,0.016126740551292984,0.02996589940323955,0.03282892867291844,-0.008539357772094342,0.08451750023680969,0.2111111111111111,0.13333333333333333,0.29999999999999993,0.031138319485267605,0.024052908765351984,0.03841581733277345,0.1799727916258436,0.10054438662046404,0.26484556561466605,-0.1471438629529251,-0.2390782085240181,-0.057293674247404634,-0.3779130937221559,0.08362536781630575,-0.25178787300151784,-0.042693971097805844,-0.48018033628351603,0.18589261037766586
multihop,4,2,145,90,100,64,0.1,0.044444444444444446,0.16666666666666666,0.026920526664772185,0.01981854456758549,0.034642890972814235,0.07307947333522778,0.017021822013829683,0.139278204035237,0.12222222222222222,0.05555555555555556,0.1888888888888889,0.010793786113479205,0.007246376811594205,0.01466325660699062,0.11142843610874299,0.04733435161504216,0.17953976034858388,-0.03834896277351521,-0.12821119873070003,0.052967343942407874,-0.269118193542746,0.19242026799571563,-0.13327208746986408,0.06026969994277382,-0.3713854361041061,0.29468751055707576
multihop,4,3,146,90,100,64,0.1,0.044444444444444446,0.16666666666666666,0.02158994032395567,0.014170692431562,0.02965331059960216,0.07841005967604434,0.022221926210097564,0.14346671639670355,0.08888888888888889,0.03333333333333333,0.15555555555555556,0.006931419910959551,0.004186795491143318,0.010152031827223644,0.08195746897792934,0.027858293075684385,0.14604054182059298,-0.0035474093018850036,-0.08664795870038838,0.0805147058823526,-0.23431664007111583,0.22722182146734585,-0.08679134833628771,0.08316307327741439,-0.33658388263247596,0.3294890640287059
multihop,4,4,147,90,100,64,0.07777777777777778,0.03333333333333333,0.13333333333333333,0.014985317798617028,0.009046130529506488,0.021748839632471328,0.06279245997916075,0.015284645259069819,0.11803542673107892,0.16666666666666666,0.08888888888888889,0.24444444444444444,0.014338827318366961,0.009822866344605474,0.019491806384389503,0.15232783934829974,0.07777067348678603,0.2304278559249786,-0.08953537936913897,-0.18744198162356726,0.007407407407407408,-0.3203046101383698,0.14123385140009187,-0.19317992908625903,0.010689612481821265,-0.4225718526997299,0.24350109396145198
multihop,4,5,148,90,100,64,0.07777777777777778,0.03333333333333333,0.13333333333333333,0.012569858861418962,0.006933788007956807,0.019181585677749358,0.06520791891635883,0.018357487922705317,0.12140759685516718,0.2,0.12222222222222223,0.28888888888888886,0.013536042436298188,0.009363337122288531,0.018208357014303303,0.18646395756370188,0.10851798569669413,0.2716515108458842,-0.121256038647343,-0.21997022118025952,-0.02334943639291466,-0.35202526941657386,0.10951319212188784,-0.2264061947684694,-0.02156056118282338,-0.45429251197793397,0.21178043468324795
multihop,4,6,149,90,100,64,0.08888888888888889,0.03333333333333333,0.15555555555555556,0.013699441129108645,0.007729468599033819,0.02064773373117361,0.07518944775978025,0.02367120157241641,0.1355911954153639,0.1111111111111111,0.05555555555555555,0.17777777777777778,0.011606043383536985,0.007741309084020084,0.015956237567490764,0.09950506772757414,0.04024574926588994,0.16680875248650184,-0.02431561996779387,-0.10919768873733064,0.06040068201193521,-0.2550848507370247,0.20645361080143698,-0.1098925916612031,0.059782608695652176,-0.3573520932983848,0.3087208533627971
multihop,4,7,150,90,100,64,0.1111111111111111,0.05555555555555555,0.17777777777777778,0.013377379937482238,0.007568438003220613,0.020164345931609356,0.09773373117362887,0.041200151558207825,0.16425120772946855,0.07777777777777778,0.03333333333333333,0.13333333333333333,0.008380695273278387,0.005643175144453918,0.011437908496732029,0.06939708250449937,0.021900042625745957,0.12624325092355781,0.028336648669129487,-0.05153245476934733,0.10997679264942693,-0.20243258210010134,0.25910587943836033,-0.0491738493816499,0.10028454442855286,-0.30469982466146145,0.36137312199972044
