loop,physical_layer,probe,logit_lens,j_lens,logit_lens_one_form,j_lens_one_form
4,24,0.09722222222222222,0.1684027777777778,0.08854166666666667,0.16319444444444445,0.07118055555555555
4,25,0.13020833333333334,0.11631944444444445,0.06944444444444445,0.11284722222222222,0.05555555555555555
4,26,0.16319444444444445,0.11805555555555555,0.10243055555555555,0.10416666666666667,0.0798611111111111
4,27,0.2204861111111111,0.08854166666666667,0.10590277777777778,0.078125,0.08854166666666667
4,28,0.234375,0.08854166666666667,0.08159722222222222,0.08854166666666667,0.07291666666666667
4,29,0.25,0.078125,0.08854166666666667,0.0798611111111111,0.078125
4,30,0.24131944444444445,0.0625,0.09027777777777778,0.06944444444444445,0.0798611111111111
4,31,0.24131944444444445,0.06597222222222222,0.08506944444444445,0.059027777777777776,0.0763888888888889
4,32,0.2361111111111111,0.0625,0.09895833333333333,0.059027777777777776,0.08159722222222222
4,33,0.23958333333333334,0.06944444444444445,0.1076388888888889,0.06076388888888889,0.08854166666666667
4,34,0.24131944444444445,0.059027777777777776,0.109375,0.05381944444444445,0.09375
4,35,0.2378472222222222,0.06597222222222222,0.11979166666666667,0.059027777777777776,0.0954861111111111
4,36,0.24305555555555555,0.043402777777777776,0.10416666666666667,0.03993055555555555,0.09375
4,37,0.2534722222222222,0.043402777777777776,0.078125,0.03819444444444445,0.07465277777777778
4,38,0.2517361111111111,0.05381944444444445,0.07291666666666667,0.046875,0.06944444444444445
4,39,0.2482638888888889,0.041666666666666664,0.07291666666666667,0.041666666666666664,0.07118055555555555
4,40,0.2673611111111111,0.041666666666666664,0.06076388888888889,0.03993055555555555,0.06076388888888889
4,41,0.2517361111111111,0.050347222222222224,0.078125,0.050347222222222224,0.078125
4,42,0.2204861111111111,0.043402777777777776,0.06076388888888889,0.043402777777777776,0.06076388888888889
4,43,0.203125,0.052083333333333336,0.0625,0.052083333333333336,0.0625
4,44,0.19618055555555555,0.05381944444444445,0.06076388888888889,0.05555555555555555,0.06076388888888889
4,45,0.21180555555555555,0.06076388888888889,0.08854166666666667,0.06076388888888889,0.08854166666666667
4,46,0.2170138888888889,0.06944444444444445,0.0920138888888889,0.06944444444444445,0.0920138888888889
4,47,0.2048611111111111,0.04513888888888889,0.046875,0.04513888888888889,0.046875
4,48,0.19444444444444445,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
